Dia,Cliente,Contenedor,Estado,Envase,alerta_enviada,BL,hora,Hora
2025-06-26 00:00:00,Ilatex Sa,MSKU-060029-5,12:48 Realizado,Contenedor,1,HLCUDX3250242293,12:48,
2025-06-26 00:00:00,Caisen Srl,MSKU-076976-8,12:48 Realizado,Bultos,1,,12:48,
2025-06-26 00:00:00,Shipy S.A.,DRYU-955118-3,12:47 Realizado,Contenedor,1,EBKG13190366,12:47,
2025-06-26 00:00:00,Shipy S.A.,TGBU-702767-3,12:47 Realizado,Contenedor,1,EBKG13190366,12:47,
2025-06-26 00:00:00,Lidera Group Srl,TRHU-760315-5,14:30 Realizado,Contenedor,1,,14:30,
2025-06-26 00:00:00,Hra Consultora,HASU-144322-6,15:37 Realizado,Bultos,1,253077068,15:37,
2025-06-27 00:00:00,Jupam Sa,FCIU-947035-0,09:53 Realizado,Contenedor,1,,09:53,
2025-06-27 00:00:00,Grupo Simpa Sa,TCKU-293532-8,09:53 Realizado,Contenedor,1,HLCUBSC2504CKUZ2,09:53,
2025-06-27 00:00:00,Grouport Srl,FSCU-504825-9,10:04 Realizado,Contenedor,1,,10:04,
2025-06-27 00:00:00,Sk Distributors S.R.L.,MSDU-445944-6,10:04 Realizado,Contenedor,1,,10:04,
2025-06-27 00:00:00,Bisora Group Sa,TCNU-148229-0,10:03 Realizado,Contenedor,1,HLCUDX3250242293,10:03,
2025-06-27 00:00:00,Telamania Srl,GAOU-721500-1,10:03 Realizado,Contenedor,1,,10:03,
2025-06-27 00:00:00,Planet Seguridad S.R.L.,JXLU-628260-0,10:12 Realizado,Contenedor,1,,10:12,
2025-06-27 00:00:00,Lift Van Int. Co S.A,FCIU-411532-7,14:35 Realizado,Contenedor,1,2GEO5030240,14:35,
2025-06-27 00:00:00,Dmc Import Group S.R.L.,TGBU-711798-8,14:50 Realizado,Contenedor,1,EBKG13190366,14:50,
2025-06-30 00:00:00,Sanyo Color Sa,EGSU-352999-3,14:39 Realizado,Pallets,1,EGLV100580018170,14:39,
2025-06-30 00:00:00,Shipy S.A.,GAOU-632164-7,14:39 Realizado,Contenedor,1,EBKG13190366,14:39,
2025-06-30 00:00:00,Shipy S.A.,EMCU-824517-8,14:39 Realizado,Contenedor,1,250103449A/B,14:39,
2025-06-30 00:00:00,Grupo Leal-Tex S.R.L.,MSDU-615504-1,14:41 Realizado,Contenedor,1,,14:41,
2025-06-30 00:00:00,Aceptyourdestiny Sa,TGHU-636955-0,14:41 Realizado,Contenedor,1,,14:41,
2025-07-02 00:00:00,Ecology Hair Srl,HLBU-274893-2,17:52 Realizado,Pallets,1,CH397FPS24,17:52,
2025-07-02 00:00:00,Telamania Srl,MEDU-880336-2,17:52 Realizado,Rollos,1,GILNB241101100,17:52,
2025-07-03 00:00:00,Raisvic S.R.L.,EGHU-843201-9,11:07 Realizado,Contenedor,1,,11:07,
2025-07-03 00:00:00,Faraday S A I C F,CAAU-582959-1,11:08 Realizado,Contenedor,1,,11:08,
2025-07-03 00:00:00,La Tela Srl,CSNU-602706-1,11:07 Realizado,Contenedor,1,33719070,11:07,
2025-07-03 00:00:00,Hra Consultora,MRKU-099555-2,16:37 Realizado,Bultos,1,253077117,16:37,
2025-07-03 00:00:00,Bisora Group Sa,MRKU-473334-0,18:59 Realizado,Rollos,1,GILNB250400448,18:59,
2025-07-04 00:00:00,Dpmg S.A.,ZHLU-201406-0,12:19 Realizado,Contenedor,1,,12:19,
2025-07-04 00:00:00,Dpmg S.A.,ZHLU-201505-0,12:19 Realizado,Contenedor,1,,12:19,
2025-07-04 00:00:00,Dpmg S.A.,ZHLU-201401-2,12:19 Realizado,Contenedor,1,,12:19,
2025-07-04 00:00:00,Dpmg S.A.,ZHLU-201408-0,12:19 Realizado,Contenedor,1,,12:19,
2025-07-04 00:00:00,Jupam Sa,CAAU-925107-4,14:26 Realizado,Contenedor,1,EBKG13130443,14:26,
2025-07-04 00:00:00,Jupam Sa,FFAU-647091-4,14:26 Realizado,Contenedor,1,EBKG13130443,14:26,
2025-07-07 00:00:00,La Tela Srl,CSNU-673846-0,13:35 Realizado,Contenedor,1,,13:35,
2025-07-07 00:00:00,Aceros Fb S.R.L.,TIIU-230215-4,13:33 Realizado,Bultos,1,JCCM32295,13:33,
2025-07-07 00:00:00,Jakytextil S.A.,MRKU-243050-8,13:36 Realizado,Contenedor,1,,13:36,
2025-07-07 00:00:00,Grupo Simpa Sa,JZPU-802326-9,13:33 Realizado,Contenedor,1,,13:33,
2025-07-07 00:00:00,Grupo Simpa Sa,TGBU-549443-1,13:33 Realizado,Contenedor,1,,13:33,
2025-07-07 00:00:00,Grupo Simpa Sa,ZCSU-726770-3,13:33 Realizado,Contenedor,1,,13:33,
2025-07-07 00:00:00,Grupo Simpa Sa,ZCSU-761823-8,13:33 Realizado,Contenedor,1,,13:33,
2025-07-07 00:00:00,Jakytextil S.A.,HAMU-415951-0,13:35 Realizado,Contenedor,1,,13:35,
2025-07-07 00:00:00,Jakytextil S.A.,GESU-599857-6,13:33 Realizado,Contenedor,1,,13:33,
2025-07-07 00:00:00,Grupo Simpa Sa,TEMU-136480-4,13:33 Realizado,Bultos,1,250103449A/B,13:33,
2025-07-08 00:00:00,Net Quality S.R.L.,TCNU-452693-5,11:54 Realizado,Contenedor,1,HDE25-050057A,11:54,
2025-07-08 00:00:00,Shipy S.A.,GAOU-625736-3,11:55 Realizado,Contenedor,1,HDE25-050057A,11:55,
2025-07-08 00:00:00,Shipy S.A.,TIIU-603886-2,11:55 Realizado,Contenedor,1,HDE25-050057A,11:55,
2025-07-08 00:00:00,Mma Tex S.A.,EGSU-608421-6,11:54 Realizado,Contenedor,1,GILNB250401082,11:54,
2025-07-08 00:00:00,Gm Cargo Srl,CLHU-468714-0,12:21 Realizado,Bultos,1,HLCUBSC250597421,12:21,
2025-07-10 00:00:00,Dpmg S.A.,CMAU-827613-4,11:36 Realizado,Bultos,1,NGP2126280,11:36,
2025-07-10 00:00:00,Jakytextil S.A.,MRSU-332143-8,11:38 Realizado,Contenedor,1,49405206,11:38,
2025-07-10 00:00:00,Mma Tex S.A.,EMCU-822100-5,11:36 Realizado,Contenedor,1,GILNB250401082,11:36,
2025-07-10 00:00:00,Raisvic S.R.L.,EGSU-960816-9,11:39 Realizado,Rollos,1,HDE25-040017A/B,11:39,
2025-07-10 00:00:00,Presmar S.A.,MSKU-440230-1,11:36 Realizado,Contenedor,1,HDE25-050057A,11:36,
2025-07-10 00:00:00,Dpmg S.A.,CMAU-834718-2,11:36 Realizado,Bultos,1,NGP2126280,11:36,
2025-07-10 00:00:00,Grupo Simpa Sa,FCIU-408994-8,11:38 Realizado,Contenedor,1,,11:38,
2025-07-10 00:00:00,Grupo Leal-Tex S.R.L.,TLLU-597415-4,17:01 Realizado,Contenedor,1,49405206,17:01,
2025-07-10 00:00:00,Mercovan Argentina Srl,HLBU-338145-6,17:01 Realizado,Bultos,1,HLCULE1250446282,17:01,
2025-07-10 00:00:00,Raisvic S.R.L.,TIIU-545504-9,17:01 Realizado,Contenedor,1,GILNB250401082,17:01,
2025-07-11 00:00:00,Lift Van Int. Co S.A,MEDU-378099-0,11:13 Realizado,Bultos,1,MEDUJV132850,11:13,
2025-07-11 00:00:00,Sk Distributors S.R.L.,CRXU-428216-9,11:14 Realizado,Contenedor,1,ADP TRADING,11:14,
2025-07-11 00:00:00,Compañia Bulk S.A.,EMCU-877638-5,11:14 Realizado,Contenedor,1,,11:14,
2025-07-11 00:00:00,Compañia Bulk S.A.,EITU-193122-8,11:14 Realizado,Contenedor,1,,11:14,
2025-07-11 00:00:00,Jupam Sa,TCNU-681116-6,11:14 Realizado,Contenedor,1,,11:14,
2025-07-11 00:00:00,Raisvic S.R.L.,TRHU-656297-7,11:14 Realizado,Contenedor,1,GILNB250401082,11:14,
2025-07-11 00:00:00,Telamania Srl,MSNU-956125-5,14:16 Realizado,Rollos,1,NBOE24010650,14:16,
2025-07-11 00:00:00,American Transport S.R.L,HLBU-231182-9,16:31 Realizado,Bultos,1,S04639528/292,16:31,
2025-07-14 00:00:00,Bisora Group Sa,MTSU-961419-1,09:57 Realizado,Rollos,1,GILNB250400510,09:57,
2025-07-14 00:00:00,Car Pro Accesorios S.R.L,MRKU-025176-1,12:38 Realizado,Contenedor,1,,12:38,
2025-07-15 00:00:00,Shipy S.A.,HAMU-426466-5,12:52 Realizado,Contenedor,1,,12:52,
2025-07-15 00:00:00,Shipy S.A.,HLXU-815258-9,12:52 Realizado,Contenedor,1,,12:52,
2025-07-15 00:00:00,Shipy S.A.,HAMU-425428-7,12:52 Realizado,Contenedor,1,,12:52,
2025-07-15 00:00:00,Shipy S.A.,HAMU-426692-4,12:52 Realizado,Contenedor,1,,12:52,
2025-07-15 00:00:00,Bambu Saludable Srl,YMMU-631470-5,12:52 Realizado,Contenedor,1,HDE25-050057A,12:52,
2025-07-15 00:00:00,Grupo Leal-Tex S.R.L.,TLLU-794116-5,12:52 Realizado,Contenedor,1,HDE25-050002,12:52,
2025-07-15 00:00:00,Lift Van Int. Co S.A,HLBU-178439-1,16:55 Realizado,Bultos,1,HLCUBSC2504CKUZ2,16:55,
2025-07-15 00:00:00,Awam Tex Srl,MSKU-064498-7,16:56 Realizado,Rollos,1,NBOE25014648A/B,16:56,
2025-07-15 00:00:00,Refractarios Argentinos Saicm,MSMU-299368-0,16:56 Realizado,Pallets,1,ATL58653083,16:56,
2025-07-15 00:00:00,Refractarios Argentinos Saicm,MSNU-137719-6,16:56 Realizado,Pallets,1,ATL58653083,16:56,
2025-07-15 00:00:00,Baires International,UACU-839662-0,16:55 Realizado,Bultos,1,HLCUBC1250441654,16:55,
2025-07-16 00:00:00,Raisvic S.R.L.,TGHU-697224-4,11:42 Realizado,Contenedor,1,GILNB250401082,11:42,
2025-07-16 00:00:00,Raisvic S.R.L.,GAOU-730084-4,11:55 Realizado,Rollos,1,HDE25-050057A,11:55,
2025-07-16 00:00:00,Jupam Sa,HPCU-489358-7,14:45 Realizado,Contenedor,1,HDE25-050057A,14:45,
2025-07-16 00:00:00,Awam Tex Srl,MEDU-858712-9,18:28 Realizado,Rollos,1,GILNB250400836,18:28,
2025-07-17 00:00:00,Dmc Import Group S.R.L.,TRHU-520491-6,09:20 Realizado,Contenedor,1,34095700,09:20,
2025-07-17 00:00:00,Mma Tex S.A.,EGHU-922853-0,09:30 Realizado,Rollos,1,HDE25-050036A/B,09:30,
2025-07-17 00:00:00,Fedtex S.R.L,TIIU-427059-1,10:29 Realizado,Contenedor,1,LOTE 3249,10:29,
2025-07-17 00:00:00,La Tela Srl,MSBU-707380-3,10:44 Realizado,Rollos,1,GILNB250401082,10:44,9:00 
2025-07-17 00:00:00,Mercovan Argentina Srl,HLBU-134303-5,10:53 Realizado,Bultos,1,HLCUTOR250432496,10:53,8:30 
2025-07-17 00:00:00,Grupo Simpa Sa,HAMU-264369-6,10:59 Realizado,Bultos,1,252103052B,10:59,
2025-07-17 00:00:00,Grupo Simpa Sa,BMOU-424544-6,12:00 Realizado,Bultos,1,252103052A,12:00,
2025-07-17 00:00:00,Lift Van Int. Co S.A,TCLU-467713-2,18:15 Realizado,Contenedor,1,GILNB250401082,18:15,14:00
2025-07-17 00:00:00,Mercovan Argentina Srl,KOCU-208805-0,18:40 Realizado,Bultos,1,HDMUSELM08005800,18:40,
2025-07-18 00:00:00,Jupam Sa,EGSU-180427-3,09:14 Realizado,Contenedor,1,HDE25-050057A,09:14,8:30 
2025-07-18 00:00:00,Grouport Srl,FSCU-582086-6,10:10 Realizado,Cajas,1,ONEYNBOE25891900,10:10,
2025-07-18 00:00:00,Berkma S.A.,EITU-123028-0,10:36 Realizado,Contenedor,1,LOTE 3249,10:36,8:30 
2025-07-18 00:00:00,La Tela Srl,CAIU-755224-0,10:55 Realizado,Bultos,1,GILNB250401081,10:55,8:00 
2025-07-18 00:00:00,Industrias Saladillo S.A.,CAIU-326125-2,11:34 Realizado,Pallets,1,TPNGBSG25036008,11:34,8:30 
2025-07-21 00:00:00,Jupam Sa,EGSU-947295-6,09:32 Realizado,Contenedor,1,LOTE 3249,09:32,8:30 
2025-07-21 00:00:00,Espert S.A.,TRLU-906570-9,14:09 Realizado,Bultos,1,DEBER208725-1,14:09,
2025-07-22 00:00:00,Bisora Group Sa,MSMU-527711-8,10:44 Realizado,Contenedor,1,,10:44,8:00 
2025-07-22 00:00:00,Lift Van Int. Co S.A,HLBU-180145-7,17:06 Realizado,Bultos,1,HLCULI3250226602,17:06,8:00 
2025-07-23 00:00:00,Mma Tex S.A.,EITU-916654-7,09:17 Realizado,Rollos,1,HDE25-040012A/B,09:17,
2025-07-23 00:00:00,Dpmg S.A.,ZHLU-201727-0,09:43 Realizado,Contenedor,1,LOTE 3249,09:43,8:00 
2025-07-23 00:00:00,Planet Seguridad S.R.L.,FFAU-738306-0,09:43 Realizado,Contenedor,1,BUA0346582,09:43,8:00 
2025-07-23 00:00:00,Mercovan Argentina Srl,JXJU-323306-8,11:55 Realizado,Bultos,1,ZIMUCRT909268,11:55,8:00 
2025-07-23 00:00:00,Bisora Group Sa,TCLU-949282-5,12:55 Realizado,Contenedor,1,,12:55,8:00 
2025-07-23 00:00:00,Bisora Group Sa,MSBU-707039-0,12:55 Realizado,Contenedor,1,,12:55,8:00 
2025-07-23 00:00:00,Bisora Group Sa,TXGU-809488-0,14:35 Realizado,Contenedor,1,ONEYMEXF10239800,14:35,8:30 
2025-07-23 00:00:00,Lift Van Int. Co S.A,CAIU-292169-1,17:52 Realizado,Bultos,1,HLCUDX3250242293,17:52,8:00 
2025-07-24 00:00:00,Mma Tex S.A.,EMCU-880335-1,09:34 Realizado,Contenedor,1,DLN0237693,09:34,8:30 
2025-07-24 00:00:00,Raisvic S.R.L.,TCNU-385912-4,09:34 Realizado,Contenedor,1,DLN0237693,09:34,8:30 
2025-07-24 00:00:00,Sk Distributors S.R.L.,TGHU-451367-3,09:47 Realizado,Contenedor,1,,09:47,
2025-07-24 00:00:00,Lift Van Int. Co S.A,UACU-601293-7,09:48 Realizado,Contenedor,1,HLCUBSC250659876,09:48,
2025-07-24 00:00:00,Dmc Import Group S.R.L.,FDCU-038630-0,09:47 Realizado,Contenedor,1,,09:47,
2025-07-24 00:00:00,Bisora Group Sa,KOCU-506706-6,12:32 Realizado,Contenedor,1,BUA0346582,12:32,8:00 
2025-07-24 00:00:00,Grupo Simpa Sa,HAMU-245784-0,14:37 Realizado,Bultos,1,252103051,14:37,
2025-07-24 00:00:00,Noah Servicess.R.L.,HLBU-316703-8,15:42 Realizado,Bultos,1,HLCUBC1250508751,15:42,8:30 
2025-07-25 00:00:00,Lift Van Int. Co S.A,HLBU-385422-4,09:59 Realizado,Contenedor,1,255797853,09:59,
2025-07-25 00:00:00,Mma Tex S.A.,TGBU-698612-2,10:13 Realizado,Contenedor,1,DLN0237693,10:13,8:00 
2025-07-25 00:00:00,Geo-Trade Comercio Exterior Srl,OOCU-070756-6,10:44 Realizado,Bultos,1,COSU6420477300,10:44,9:30 
2025-07-25 00:00:00,Santana Textil Chaco Sa,CMAU-304660-6,11:04 Realizado,Pallets,1,PEC22629/43,11:04,9:30 
2025-07-25 00:00:00,Tmcp S.A.S.,TGBU-463554-0,17:11 Realizado,Contenedor,1,DXB0944629,17:11,
2025-07-25 00:00:00,Tmcp S.A.S.,TRHU-547206-1,17:11 Realizado,Contenedor,1,DXB0944629,17:11,
2025-07-25 00:00:00,Tmcp S.A.S.,TEMU-872629-5,17:11 Realizado,Contenedor,1,DXB0944629,17:11,
2025-07-28 00:00:00,Dmc Import Group S.R.L.,EGSU-929336-0,08:45 Realizado,Contenedor,1,DLN0237693,08:45,8:00 
2025-07-28 00:00:00,Parnacar S.A,MSMU-654640-1,09:53 Realizado,Contenedor,1,,09:53,8:00 
2025-07-28 00:00:00,Grupo Simpa Sa,GAOU-610421-4,10:37 Realizado,Contenedor,1,HLCUBSC2506AXZL0,10:37,
2025-07-28 00:00:00,Grupo Simpa Sa,GOSU-104210-8,10:37 Realizado,Contenedor,1,HLCUBSC2506AXZL0,10:37,
2025-07-28 00:00:00,Jupam Sa,EGHU-843755-6,10:37 Realizado,Contenedor,1,LOTE 3249,10:37,
2025-07-29 00:00:00,Jupam Sa,EITU-118155-0,09:34 Realizado,Contenedor,1,LOTE 3249,09:34,8:30 
2025-07-29 00:00:00,Jupam Sa,EGHU-933451-0,09:34 Realizado,Contenedor,1,,09:34,8:30 
2025-07-29 00:00:00,La Tela Srl,TCNU-316890-3,12:22 Realizado,Rollos,1,GILNB250400774,12:22,8:00 
2025-07-29 00:00:00,Southcross Logistics Sa,TLLU-888709-5,14:23 Realizado,Contenedor,1,HLCUBSC2506AXZL0,14:23,9:00 
2025-07-29 00:00:00,Mercovan Argentina S.A.,UACU-371035-9,18:56 Realizado,Bultos,1,HLCUBSC2505AWZX0,18:56,8:00 
2025-07-30 00:00:00,Raisvic S.R.L.,EGHU-983026-0,14:13 Realizado,Contenedor,1,LOTE 3249,14:13,8:00 
2025-07-30 00:00:00,Geo-Trade Comercio Exterior Srl,MEDU-634920-3,14:53 Realizado,Bultos,1,SYNNGB25SE041742,14:53,8:00 
2025-07-30 00:00:00,Leanval S.A.,TGBU-930019-6,15:50 Realizado,Bultos,1,SZXS060075,15:50,
2025-07-30 00:00:00,La Tela Srl,MSKU-946074-3,16:17 Realizado,Rollos,1,GILNB250400775,16:17,
2025-07-30 00:00:00,Lift Van Int. Co S.A,TCLU-343728-7,16:42 Realizado,Contenedor,1,,16:42,8:00 
2025-07-30 00:00:00,Lift Van Int. Co S.A,ZIMU-278977-2,18:30 Realizado,Bultos,1,ZIMUORF984330,18:30,
2025-07-31 00:00:00,Poka S.A.,SEGU-509555-9,09:26 Realizado,Contenedor,1,OOLU8898837640,09:26,
2025-07-31 00:00:00,Poka S.A.,HLBU-266381-4,09:26 Realizado,Contenedor,1,OOLU8898837640,09:26,
2025-07-31 00:00:00,Compañia Bulk S.A.,TRHU-633285-0,11:17 Realizado,Contenedor,1,OOLU8898837640,11:17,
2025-07-31 00:00:00,World Sport S.R.L.,MRKU-080846-1,11:17 Realizado,Bultos,1,SBUE25040155,11:17,
2025-07-31 00:00:00,Juguetech Sa,KOCU-523371-6,18:47 Realizado,Contenedor,1,25100346507,18:47,9:00 
2025-07-31 00:00:00,Verde Fuerte Srl,UACU-850865-4,18:47 Realizado,Pallets,1,SEA30/2503-0443A,18:47,8:30 
2025-07-31 00:00:00,Moniport Cargo Sa,GESU-127456-7,18:58 Realizado,Bultos,1,IBC1351158,18:58,
2025-08-01 00:00:00,Compañia Bulk S.A.,TRHU-403856-0,09:43 Realizado,Contenedor,1,,09:43,8:00 
2025-08-01 00:00:00,Poka S.A.,MSMU-745491-1,12:58 Realizado,Bultos,1,DLSZ25050417,12:58,8:00 
2025-08-01 00:00:00,Poka S.A.,TGBU-923211-0,12:58 Realizado,Bultos,1,DLSZ25050417,12:58,8:30 
2025-08-01 00:00:00,Curtiembre Infante Sa,MRKU-822639-0,12:58 Realizado,Pallets,1,249002118,12:58,8:30 
2025-08-01 00:00:00,Importadora Mediterranea Sa,FFAU-579958-8,15:09 Realizado,Bultos,1,TTLBKK25050063,15:09,8:30 
2025-08-01 00:00:00,Grass S. R. L.,FFAU-128523-5,16:30 Realizado,Contenedor,1,DLN0237693,16:30,8:00 
2025-08-04 00:00:00,Rueda Oeste S.A.,TXGU-893136-9,09:49 Realizado,Contenedor,1,,09:49,8:00 
2025-08-04 00:00:00,Importadora Mediterranea Sa,EGHU-932975-1,15:15 Realizado,Bultos,1,TTBKK25050037,15:15,8:00 
2025-08-05 00:00:00,Grupo Simpa Sa,BSIU-957193-9,10:13 Realizado,Contenedor,1,,10:13,8:00 
2025-08-05 00:00:00,Chemotecnica Sa,SUTU-963151-7,10:13 Realizado,Contenedor,1,HLCUBSC2506BXJN6,10:13,8:00 
2025-08-05 00:00:00,Chemotecnica Sa,SUTU-267374-2,10:13 Realizado,Contenedor,1,HLCUBSC2506BXJN6,10:13,8:00 
2025-08-05 00:00:00,Chemotecnica Sa,SUTU-950066-7,10:13 Realizado,Contenedor,1,HLCUBSC2506BXJN6,10:13,8:00 
2025-08-06 00:00:00,Telamania Srl,HAMU-419973-9,10:52 Realizado,Contenedor,1,,10:52,8:00 
2025-08-06 00:00:00,Pampa Logistica Internacional S.A,ECMU-268841-4,11:07 Realizado,Bultos,1,25100346507,11:07,8:00 
2025-08-06 00:00:00,Grupo Leal-Tex S.R.L.,MSDU-613943-6,11:54 Realizado,Contenedor,1,25100346507,11:54,8:00 
2025-08-06 00:00:00,Refractarios Argentinos Saicm,CMAU-079236-6,17:18 Realizado,Pallets,1,SSA028641RCS,17:18,8:00 
2025-08-06 00:00:00,Refractarios Argentinos Saicm,CAIU-386192-0,17:18 Realizado,Contenedor,1,HLCUBSC2506CDVS3,17:18,8:00 
2025-08-06 00:00:00,Thl International Srl,FANU-140544-2,18:01 Realizado,Bultos,1,HLCUBSC2505CKCB3,18:01,8:00 
2025-08-08 00:00:00,Aspee Monee,MSMU-687426-8,09:04 Realizado,Contenedor,1,,09:04,8:30 
2025-08-08 00:00:00,Aspee Monee,MSNU-677029-3,09:04 Realizado,Contenedor,1,,09:04,9:00 
2025-08-08 00:00:00,Aspee Monee,FSCU-904816-0,09:04 Realizado,Contenedor,1,BUA0347053,09:04,9:00 
2025-08-08 00:00:00,Aspee Monee,TGBU-797900-4,09:05 Realizado,Contenedor,1,BUA0347053,09:05,9:00 
2025-08-08 00:00:00,Aspee Monee,MSDU-770651-3,09:04 Realizado,Contenedor,1,,09:04,9:00 
2025-08-08 00:00:00,Mecanizados Gabriel S.A.,HMMU-407379-3,10:15 Realizado,Bultos,1,XMF20250601A/B,10:15,8:00 
2025-08-08 00:00:00,Bulldog Solutions S.A.,TIIU-470327-0,10:24 Realizado,Rollos,1,NB250155715,10:24,8:30 
2025-08-08 00:00:00,Poka S.A.,TRHU-683648-7,10:35 Realizado,Contenedor,1,BUA0347791,10:35,8:30 
2025-08-08 00:00:00,Grouport Srl,BMOU-550924-5,10:35 Realizado,Contenedor,1,BUA0347791,10:35,8:00 
2025-08-08 00:00:00,Grouport Srl,MSMU-557586-9,12:21 Realizado,Bultos,1,SZX24041664,12:21,8:00 
2025-08-08 00:00:00,Industrias Saladillo S.A.,BMOU-255036-9,12:34 Realizado,Bultos,1,TPNGBSG255046030,12:34,8:00 
2025-08-08 00:00:00,Industrias Saladillo S.A.,ZIMU-306705-4,12:33 Realizado,Bultos,1,TPNGBSG24126031,12:33,8:00 
2025-08-08 00:00:00,Sk Distributors S.R.L.,MSDU-474372-4,12:39 Realizado,Contenedor,1,BUA0347791,12:39,8:30 
2025-08-08 00:00:00,Ecomet Srl,CAXU-578821-8,14:20 Realizado,Bultos,1,000364-2025,14:20,8:30 
2025-08-08 00:00:00,Ecomet Srl,TLLU-153678-2,14:20 Realizado,Bultos,1,000364-2025,14:20,8:30 
2025-08-08 00:00:00,Mercovan Argentina S.A.,OCGU-208618-1,14:44 Realizado,Bultos,1,ONEYLISF01695600,14:44,8:30 
2025-08-08 00:00:00,Cl Global S.R.L.,HDMU-473453-4,15:08 Realizado,Bultos,1,XMF20250531A/B,15:08,8:30 
2025-08-08 00:00:00,Telamania Srl,MSBU-650966-2,16:52 Realizado,Rollos,1,GILN241000501,16:52,8:30 
2025-08-08 00:00:00,Lift Van Int. Co S.A,UACU-849576-8,16:53 Realizado,Bultos,1,HLCUBSC250672306,16:53,8:00 
2025-08-08 00:00:00,Lift Van Int. Co S.A,LYGU-807383-4,16:53 Realizado,Bultos,1,HLCUBSC2504BFOE9,16:53,8:00 
2025-08-11 00:00:00,Grupo Simpa Sa,HAMU-305236-3,12:28 Realizado,Bultos,1,252103829,12:28,8:00 
2025-08-11 00:00:00,Grupo Simpa Sa,BSIU-831097-2,12:27 Realizado,Bultos,1,252103961,12:27,8:00 
2025-08-11 00:00:00,Telamania Srl,BMOU-678718-0,12:27 Realizado,Contenedor,1,BUA0347791,12:27,8:00 
2025-08-11 00:00:00,Telamania Srl,UETU-649600-8,12:28 Realizado,Rollos,1,NBOE24011092,12:28,8:00 
2025-08-11 00:00:00,Sk Distributors S.R.L.,MEDU-430303-4,12:27 Realizado,Contenedor,1,,12:27,8:30 
2025-08-11 00:00:00,Lift Van Int. Co S.A,HLXU-535909-0,17:12 Realizado,Bultos,1,HLCUBSC2505BIJD1,17:12,8:00 
2025-08-11 00:00:00,Angel Humberto Salazar,HDMU-473453-4,17:12 Realizado,Bultos,1,XMF20250531A/B,17:12,8:30 
2025-08-11 00:00:00,Lift Van Int. Co S.A,TGBU-511889-8,18:20 Realizado,Bultos,1,CDOLX250523,18:20,8:00 
2025-08-12 00:00:00,Bisora Group Sa,TEMU-827854-4,10:03 Realizado,Contenedor,1,BUA0347791,10:03,8:00 
2025-08-12 00:00:00,Compañia Bulk S.A.,TLLU-568897-3,10:03 Realizado,Contenedor,1,BUA0347053,10:03,8:00 
2025-08-12 00:00:00,Telamania Srl,CAAU-734394-7,11:53 Realizado,Contenedor,1,BUA0347791,11:53,8:00 
2025-08-12 00:00:00,Mercovan Argentina S.A.,TRHU-771209-5,14:50 Realizado,Bultos,1,ZIMUCRT909793,14:50,8:00 
2025-08-12 00:00:00,Mercovan Argentina S.A.,HLBU-112925-5,16:59 Realizado,Bultos,1,255127491,16:59,8:30 
2025-08-13 00:00:00,Compañia Bulk S.A.,ONEU-083168-0,09:56 Realizado,Contenedor,1,BUA0347053,09:56,9:00 
2025-08-13 00:00:00,Grupo Simpa Sa,JXLU-783525-4,10:46 Realizado,Contenedor,1,MONTANA,10:46,9:00 
2025-08-13 00:00:00,Grupo Simpa Sa,TCNU-375208-0,10:46 Realizado,Contenedor,1,MONTANA,10:46,9:00 
2025-08-13 00:00:00,Grupo Simpa Sa,ZCSU-658293-2,10:46 Realizado,Contenedor,1,MONTANA,10:46,9:00 
2025-08-13 00:00:00,Grupo Simpa Sa,ZCSU-684359-5,10:46 Realizado,Contenedor,1,MONTANA,10:46,8:00 
2025-08-13 00:00:00,Telamania Srl,GLDU-760442-5,11:12 Realizado,Contenedor,1,BUA0347791,11:12,8:00 
2025-08-13 00:00:00,Telamania Srl,MSBU-521468-8,11:12 Realizado,Contenedor,1,BUA0347791,11:12,8:00 
2025-08-13 00:00:00,Mercovan Argentina S.A.,MRKU-109476-0,18:20 Realizado,Bultos,1,253862854,18:20,9:30 
2025-08-13 00:00:00,Mundo Autopartes S.R.L.,KOCU-521786-5,18:20 Realizado,Bultos,1,XMF20250601A/B,18:20,8:00 
2025-08-13 00:00:00,Cbs Srl,KOCU-521786-5,18:20 Realizado,Bultos,1,XMF20250601A/B,18:20,8:30 
2025-08-14 00:00:00,Casa Rami S.R.L.,PCIU-461400-7,09:33 Realizado,Contenedor,1,,09:33,8:00 
2025-08-14 00:00:00,Be Investment Sa,CAAU-732921-3,09:33 Realizado,Contenedor,1,256789870,09:33,8:00 
2025-08-14 00:00:00,Be Investment Sa,GLDU-983800-0,09:33 Realizado,Contenedor,1,256789870,09:33,8:00 
2025-08-14 00:00:00,Be Investment Sa,MSCU-759855-0,09:33 Realizado,Contenedor,1,256789870,09:33,8:00 
2025-08-14 00:00:00,Compañia Bulk S.A.,KKFU-805393-6,10:39 Realizado,Contenedor,1,BUA0347791,10:39,9:00 
2025-08-14 00:00:00,Grupo Leal-Tex S.R.L.,MRKU-265369-3,12:35 Realizado,Contenedor,1,MONTANA,12:35,9:00 
2025-08-14 00:00:00,Bisora Group Sa,MEDU-749142-3,13:52 Realizado,Contenedor,1,SY250560721,13:52,9:00 
2025-08-14 00:00:00,Andes Energy Sa,BEAU-282181-0,14:19 Realizado,Bultos,1,MEDUGK262202,14:19,9:00 
