,orden_ing,suborden,renglon,destino,dia,hora,observa,conocim2
425,0,0,0,Mercaderia  ,2024-11-15,14:00,,                    
426,0,0,0,Mercaderia  ,2024-11-15,14:00,,                    
427,0,0,0,Mercaderia  ,2024-11-15,14:00,,                    
428,0,0,0,Mercaderia  ,2024-11-15,14:00,,                    
429,0,0,0,Mercaderia  ,2024-11-15,14:00,,                    
430,0,0,0,Mercaderia  ,2024-11-15,14:30,,                    
431,0,0,0,Mercaderia  ,2024-11-15,14:30,,                    
432,0,0,0,Mercaderia  ,2024-11-15,14:30,,                    
433,0,0,0,Mercaderia  ,2024-11-15,14:30,,                    
434,0,0,0,Mercaderia  ,2024-11-15,14:30,,                    
435,0,0,0,Mercaderia  ,2024-11-15,14:30,,                    
436,0,0,0,Mercaderia  ,2024-11-15,14:30,,                    
437,0,0,0,Mercaderia  ,2024-11-15,14:30,,                    
438,0,0,0,Mercaderia  ,2024-11-15,14:30,,                    
439,0,0,0,Mercaderia  ,2024-11-15,14:30,,                    
440,0,0,0,Mercaderia  ,2024-11-15,15:00,,                    
441,0,0,0,Mercaderia  ,2024-11-15,15:00,,                    
442,0,0,0,Mercaderia  ,2024-11-15,15:00,,                    
443,0,0,0,Mercaderia  ,2024-11-15,15:00,,                    
444,0,0,0,Mercaderia  ,2024-11-15,15:00,,                    
445,0,0,0,Mercaderia  ,2024-11-15,15:00,,                    
446,0,0,0,Mercaderia  ,2024-11-15,15:00,,                    
447,0,0,0,Mercaderia  ,2024-11-15,15:00,,                    
448,0,0,0,Mercaderia  ,2024-11-15,15:00,,                    
449,0,0,0,Mercaderia  ,2024-11-15,15:00,,                    
450,0,0,0,Mercaderia  ,2024-11-15,15:30,,                    
451,0,0,0,Mercaderia  ,2024-11-15,15:30,,                    
452,0,0,0,Mercaderia  ,2024-11-15,15:30,,                    
453,0,0,0,Mercaderia  ,2024-11-15,15:30,,                    
454,0,0,0,Mercaderia  ,2024-11-15,15:30,,                    
455,0,0,0,Mercaderia  ,2024-11-15,15:30,,                    
456,0,0,0,Mercaderia  ,2024-11-15,15:30,,                    
457,0,0,0,Mercaderia  ,2024-11-15,15:30,,                    
458,0,0,0,Mercaderia  ,2024-11-15,15:30,,                    
459,0,0,0,Mercaderia  ,2024-11-15,15:30,,                    
460,0,0,0,Mercaderia  ,2024-11-15,16:00,,                    
461,0,0,0,Mercaderia  ,2024-11-15,16:00,,                    
462,0,0,0,Mercaderia  ,2024-11-15,16:00,,                    
463,0,0,0,Mercaderia  ,2024-11-15,16:00,,                    
464,0,0,0,Mercaderia  ,2024-11-15,16:00,,                    
465,0,0,0,Mercaderia  ,2024-11-15,16:00,,                    
466,0,0,0,Mercaderia  ,2024-11-15,16:00,,                    
467,0,0,0,Mercaderia  ,2024-11-15,16:00,,                    
468,0,0,0,Mercaderia  ,2024-11-15,16:00,,                    
469,0,0,0,Mercaderia  ,2024-11-15,16:00,,                    
470,0,0,0,Mercaderia  ,2024-11-15,16:30,,                    
471,0,0,0,Mercaderia  ,2024-11-15,16:30,,                    
472,0,0,0,Mercaderia  ,2024-11-15,16:30,,                    
473,0,0,0,Mercaderia  ,2024-11-15,16:30,,                    
474,0,0,0,Mercaderia  ,2024-11-15,16:30,,                    
475,0,0,0,Mercaderia  ,2024-11-15,16:30,,                    
476,0,0,0,Mercaderia  ,2024-11-15,16:30,,                    
477,0,0,0,Mercaderia  ,2024-11-15,16:30,,                    
478,0,0,0,Mercaderia  ,2024-11-15,16:30,,                    
479,0,0,0,Mercaderia  ,2024-11-15,16:30,,                    
480,0,0,0,Mercaderia  ,2024-11-15,17:00,,                    
481,0,0,0,Mercaderia  ,2024-11-15,17:00,,                    
482,0,0,0,Mercaderia  ,2024-11-15,17:00,,                    
483,0,0,0,Mercaderia  ,2024-11-15,17:00,,                    
484,0,0,0,Mercaderia  ,2024-11-15,17:00,,                    
485,0,0,0,Mercaderia  ,2024-11-15,17:00,,                    
486,0,0,0,Mercaderia  ,2024-11-15,17:00,,                    
487,0,0,0,Mercaderia  ,2024-11-15,17:00,,                    
488,0,0,0,Mercaderia  ,2024-11-15,17:00,,                    
489,0,0,0,Mercaderia  ,2024-11-15,17:00,,                    
490,0,0,0,Mercaderia  ,2024-11-15,17:30,,                    
491,0,0,0,Mercaderia  ,2024-11-15,17:30,,                    
492,0,0,0,Mercaderia  ,2024-11-15,17:30,,                    
493,0,0,0,Mercaderia  ,2024-11-15,17:30,,                    
494,0,0,0,Mercaderia  ,2024-11-15,17:30,,                    
495,0,0,0,Mercaderia  ,2024-11-15,17:30,,                    
496,0,0,0,Mercaderia  ,2024-11-15,17:30,,                    
497,0,0,0,Mercaderia  ,2024-11-15,17:30,,                    
498,0,0,0,Mercaderia  ,2024-11-15,17:30,,                    
499,0,0,0,Mercaderia  ,2024-11-15,17:30,,                    
500,0,0,0,Mercaderia  ,2024-11-15,18:00,,                    
501,0,0,0,Mercaderia  ,2024-11-15,18:00,,                    
502,0,0,0,Mercaderia  ,2024-11-15,18:00,,                    
503,0,0,0,Mercaderia  ,2024-11-15,18:00,,                    
504,0,0,0,Mercaderia  ,2024-11-15,18:00,,                    
505,0,0,0,Mercaderia  ,2024-11-15,18:00,,                    
506,0,0,0,Mercaderia  ,2024-11-15,18:00,,                    
507,0,0,0,Mercaderia  ,2024-11-15,18:00,,                    
508,0,0,0,Mercaderia  ,2024-11-15,18:00,,                    
509,0,0,0,Mercaderia  ,2024-11-15,18:00,,                    
510,0,0,0,Mercaderia  ,2024-11-15,18:30,,                    
511,0,0,0,Mercaderia  ,2024-11-15,18:30,,                    
512,0,0,0,Mercaderia  ,2024-11-15,18:30,,                    
513,0,0,0,Mercaderia  ,2024-11-15,18:30,,                    
514,0,0,0,Mercaderia  ,2024-11-15,18:30,,                    
515,0,0,0,Mercaderia  ,2024-11-15,18:30,,                    
516,0,0,0,Mercaderia  ,2024-11-15,18:30,,                    
517,0,0,0,Mercaderia  ,2024-11-15,18:30,,                    
518,0,0,0,Mercaderia  ,2024-11-15,18:30,,                    
519,0,0,0,Mercaderia  ,2024-11-15,18:30,,                    
520,0,0,0,Mercaderia  ,2024-11-15,19:00,,                    
521,0,0,0,Mercaderia  ,2024-11-15,19:00,,                    
522,0,0,0,Mercaderia  ,2024-11-15,19:00,,                    
523,0,0,0,Mercaderia  ,2024-11-15,19:00,,                    
524,0,0,0,Mercaderia  ,2024-11-15,19:00,,                    
525,0,0,0,Mercaderia  ,2024-11-15,19:00,,                    
526,0,0,0,Mercaderia  ,2024-11-15,19:00,,                    
527,0,0,0,Mercaderia  ,2024-11-15,19:00,,                    
528,0,0,0,Mercaderia  ,2024-11-15,19:00,,                    
529,0,0,0,Mercaderia  ,2024-11-15,19:00,,                    
530,0,0,0,Mercaderia  ,2024-11-15,19:30,,                    
531,0,0,0,Mercaderia  ,2024-11-15,19:30,,                    
532,0,0,0,Mercaderia  ,2024-11-15,19:30,,                    
533,0,0,0,Mercaderia  ,2024-11-15,19:30,,                    
534,0,0,0,Mercaderia  ,2024-11-15,19:30,,                    
535,0,0,0,Mercaderia  ,2024-11-15,19:30,,                    
536,0,0,0,Mercaderia  ,2024-11-15,19:30,,                    
537,0,0,0,Mercaderia  ,2024-11-15,19:30,,                    
538,0,0,0,Mercaderia  ,2024-11-15,19:30,,                    
539,0,0,0,Mercaderia  ,2024-11-15,19:30,,                    
540,0,0,0,Mercaderia  ,2024-11-15,20:00,,                    
541,0,0,0,Mercaderia  ,2024-11-15,20:00,,                    
542,0,0,0,Mercaderia  ,2024-11-15,20:00,,                    
543,0,0,0,Mercaderia  ,2024-11-15,20:00,,                    
544,0,0,0,Mercaderia  ,2024-11-15,20:00,,                    
545,0,0,0,Mercaderia  ,2024-11-15,20:00,,                    
546,0,0,0,Mercaderia  ,2024-11-15,20:00,,                    
547,0,0,0,Mercaderia  ,2024-11-15,20:00,,                    
548,0,0,0,Mercaderia  ,2024-11-15,20:00,,                    
549,0,0,0,Mercaderia  ,2024-11-15,20:00,,                    
550,0,0,0,Mercaderia  ,2024-11-15,20:30,,                    
551,0,0,0,Mercaderia  ,2024-11-15,20:30,,                    
552,0,0,0,Mercaderia  ,2024-11-15,20:30,,                    
553,0,0,0,Mercaderia  ,2024-11-15,20:30,,                    
554,0,0,0,Mercaderia  ,2024-11-15,20:30,,                    
555,0,0,0,Mercaderia  ,2024-11-15,20:30,,                    
556,0,0,0,Mercaderia  ,2024-11-15,20:30,,                    
557,0,0,0,Mercaderia  ,2024-11-15,20:30,,                    
558,0,0,0,Mercaderia  ,2024-11-15,20:30,,                    
559,0,0,0,Mercaderia  ,2024-11-15,20:30,,                    
560,0,0,0,Mercaderia  ,2024-11-15,21:00,,                    
561,0,0,0,Mercaderia  ,2024-11-15,21:00,,                    
562,0,0,0,Mercaderia  ,2024-11-15,21:00,,                    
563,0,0,0,Mercaderia  ,2024-11-15,21:00,,                    
564,0,0,0,Mercaderia  ,2024-11-15,21:00,,                    
565,0,0,0,Mercaderia  ,2024-11-15,21:00,,                    
566,0,0,0,Mercaderia  ,2024-11-15,21:00,,                    
567,0,0,0,Mercaderia  ,2024-11-15,21:00,,                    
568,0,0,0,Mercaderia  ,2024-11-15,21:00,,                    
569,0,0,0,Mercaderia  ,2024-11-15,21:00,,                    
570,0,0,0,Mercaderia  ,2024-11-15,21:30,,                    
571,0,0,0,Mercaderia  ,2024-11-15,21:30,,                    
572,0,0,0,Mercaderia  ,2024-11-15,21:30,,                    
573,0,0,0,Mercaderia  ,2024-11-15,21:30,,                    
574,0,0,0,Mercaderia  ,2024-11-15,21:30,,                    
575,0,0,0,Mercaderia  ,2024-11-15,21:30,,                    
576,0,0,0,Mercaderia  ,2024-11-15,21:30,,                    
577,0,0,0,Mercaderia  ,2024-11-15,21:30,,                    
578,0,0,0,Mercaderia  ,2024-11-15,21:30,,                    
579,0,0,0,Mercaderia  ,2024-11-15,21:30,,                    
580,0,0,0,Mercaderia  ,2024-11-15,22:00,,                    
581,0,0,0,Mercaderia  ,2024-11-15,22:00,,                    
582,0,0,0,Mercaderia  ,2024-11-15,22:00,,                    
583,0,0,0,Mercaderia  ,2024-11-15,22:00,,                    
584,0,0,0,Mercaderia  ,2024-11-15,22:00,,                    
585,0,0,0,Mercaderia  ,2024-11-15,22:00,,                    
586,0,0,0,Mercaderia  ,2024-11-15,22:00,,                    
587,0,0,0,Mercaderia  ,2024-11-15,22:00,,                    
588,0,0,0,Mercaderia  ,2024-11-15,22:00,,                    
589,0,0,0,Mercaderia  ,2024-11-15,22:00,,                    
590,0,0,0,Mercaderia  ,2024-11-15,22:30,,                    
591,0,0,0,Mercaderia  ,2024-11-15,22:30,,                    
592,0,0,0,Mercaderia  ,2024-11-15,22:30,,                    
593,0,0,0,Mercaderia  ,2024-11-15,22:30,,                    
594,0,0,0,Mercaderia  ,2024-11-15,22:30,,                    
595,0,0,0,Mercaderia  ,2024-11-15,22:30,,                    
596,0,0,0,Mercaderia  ,2024-11-15,22:30,,                    
597,0,0,0,Mercaderia  ,2024-11-15,22:30,,                    
598,0,0,0,Mercaderia  ,2024-11-15,22:30,,                    
599,0,0,0,Mercaderia  ,2024-11-15,22:30,,                    
