dia,hora,observa,conocim2,destino,id,cliente,tipo_oper,fecha_ing,contenedor,desc_merc,dimension,tipo_cnt,volumen,kilos,Envase,Estado
2024-10-31,10:30,TERMINAL  4    01AM                                                                                 ,245345787           ,Remision    ,31602-1-1,MANUFACTURA LOS ANDES S.A.                                                      ,EXPORTACION    ,2024-10-25,MRKU-046740-5,FACT 11-166 // 245345787                ,0,  ,0.00,-26296.00,BULTOS                                  ,Realizado
2024-10-31,11:00,TERMINAL 4    01AM                                                                                  ,245345787           ,Remision    ,31603-1-1,MANUFACTURA LOS ANDES S.A.                                                      ,EXPORTACION    ,2024-10-25,MRKU-030107-6,FACT 11-166 // 245345787                ,0,  ,0.00,-26296.00,BULTOS                                  ,Realizado
2024-10-31,11:00,TERMINAL  4    01AM                                                                                 ,245345787           ,Remision    ,31604-1-1,MANUFACTURA LOS ANDES S.A.                                                      ,EXPORTACION    ,2024-10-25,MRKU-058223-0,FACT 11-166 // 245345787                ,0,  ,0.00,-26296.00,BULTOS                                  ,Realizado
2024-10-31,11:00,TERMINAL 4   03 AM                                                                                  ,245345787           ,Remision    ,31605-1-1,MANUFACTURA LOS ANDES S.A.                                                      ,EXPORTACION    ,2024-10-25,MRKU-006279-4,FACT 11-166 // 245345787                ,0,  ,0.00,-26296.00,BULTOS                                  ,Realizado
2024-10-31,11:00,TERMINAL  4   03AM                                                                                  ,245345787           ,Remision    ,31606-1-1,MANUFACTURA LOS ANDES S.A.                                                      ,EXPORTACION    ,2024-10-25,MRKU-093077-8,FACT 11-166 // 245345787                ,0,  ,0.00,-26296.00,BULTOS                                  ,Realizado
2024-10-31,11:00,TERMINAL 4   03AM                                                                                   ,245345787           ,Remision    ,31608-1-1,MANUFACTURA LOS ANDES S.A.                                                      ,EXPORTACION    ,2024-10-25,MRKU-021438-8,FACT 11-166 // 245345787                ,0,  ,0.00,-26296.00,BULTOS                                  ,Realizado
2024-10-31,11:00,TERMINAL 4    03 AM                                                                                 ,245345787           ,Remision    ,31609-1-1,MANUFACTURA LOS ANDES S.A.                                                      ,EXPORTACION    ,2024-10-25,MRKU-086588-3,FACT 11-166 // 245345787                ,0,  ,0.00,-26296.00,BULTOS                                  ,Realizado
2024-10-31,11:00,TERMINAL 4    01AM                                                                                  ,245839454           ,Remision    ,31628-0-1,MANUFACTURA LOS ANDES S.A.                                                      ,EXPORTACION    ,2024-10-25,APMU-403865-6,VACIO                                   ,40,DR,0.00,0.00,CONTENEDOR                              ,Realizado
2024-10-31,11:00,TERMINAL 4   01AM                                                                                   ,245839454           ,Remision    ,31629-0-1,MANUFACTURA LOS ANDES S.A.                                                      ,EXPORTACION    ,2024-10-25,PONU-178799-8,VACIO                                   ,40,DR,0.00,0.00,CONTENEDOR                              ,Realizado
2024-10-31,11:00,TERMINAL   4   01 AM                                                                                ,245839454           ,Remision    ,31630-0-1,MANUFACTURA LOS ANDES S.A.                                                      ,EXPORTACION    ,2024-10-25,MRKU-081105-9,VACIO                                   ,40,DR,0.00,0.00,CONTENEDOR                              ,Realizado
2024-10-31,11:30, TRP    15HS                                                                                        ,COSU6398133100      ,Remision    ,31637-1-1,ARLEATHER S.R.L.                                                                ,EXPORTACION    ,2024-10-25,DFSU-742521-1,LOTE 2265 // 2266 // 2271. // COSU639813,0,  ,0.00,-27310.00,BULTOS                                  ,Realizado
2024-10-31,11:30,TRP    15HS                                                                                         ,COSU6398133100      ,Remision    ,31638-1-1,ARLEATHER S.R.L.                                                                ,EXPORTACION    ,2024-10-25,TCNU-574222-4,LOTE 2265 // 2266 // 2271. // COSU639813,0,  ,0.00,-25870.00,BULTOS                                  ,Realizado
2024-10-31,11:30,TRP    15HS                                                                                         ,COSU6398133100      ,Remision    ,31639-1-1,ARLEATHER S.R.L.                                                                ,EXPORTACION    ,2024-10-25,RFCU-407870-1,LOTE 2265 // 2266 // 2271. // COSU639813,0,  ,0.00,-25930.00,BULTOS                                  ,Realizado
2024-11-01,8:00 ,TERMINAL 4    09HS                                                                                  ,245679225           ,Remision    ,31644-1-1,FORESTAL Y GANADERA INDUMARCA SA                                                ,EXPORTACION    ,2024-10-29,MRKU-556946-2,GRLAE2473/FYGISA                        ,0,  ,0.00,-21728.00,BULTOS                                  ,Realizado
2024-11-01,8:00 ,TERMINAL 4   11HS                                                                                   ,245679225           ,Remision    ,31645-1-1,FORESTAL Y GANADERA INDUMARCA SA                                                ,EXPORTACION    ,2024-10-29,MSKU-921909-0,GRLAE2473/245679225                     ,0,  ,0.00,-22872.00,BULTOS                                  ,Realizado
2024-11-01,8:00 ,TERMINAL 4  13HS                                                                                    ,ZIMUBUE9065900      ,Remision    ,31647-1-1,FUNDADOR SRL                                                                    ,EXPORTACION    ,2024-10-29,JXLU-616469-7,GRLAE2474/FUNDADOR                      ,0,  ,0.00,-27900.00,BULTOS                                  ,Realizado
2024-11-01,8:00 ,TERMINAL  4   15HS                                                                                  ,BUA0329395          ,Remision    ,31450-1-1,LIFT VAN INT. CO S.A                                                            ,EXPORTACION    ,2024-10-14,CMAU-731313-0,CARLO SANABRIA ASCUES // EFECTOS PERS.  ,0,  ,-30.00,-2600.00,BULTOS                                  ,Realizado
2024-11-01,8:00 ,TRP   15HS                                                                                          ,BUA0329395          ,Remision    ,31450-1-1,LIFT VAN INT. CO S.A                                                            ,EXPORTACION    ,2024-10-14,CMAU-731313-0,CARLO SANABRIA ASCUES // EFECTOS PERS.  ,0,  ,-30.00,-2600.00,BULTOS                                  ,Realizado
2024-11-01,8:00 ,TERMINAL 4   15 HS                                                                                  ,245416955           ,Remision    ,31444-1-1,ARLEATHER S.R.L.                                                                ,EXPORTACION    ,2024-10-22,MRKU-349932-4,FEX 636                                 ,0,  ,0.00,-26340.00,BULTOS                                  ,Realizado
2024-11-01,8:00 , TERMINAL 4  15HS                                                                                   ,245416955           ,Remision    ,31445-1-1,ARLEATHER S.R.L.                                                                ,EXPORTACION    ,2024-10-22,MSKU-981085-7,FEX 636                                 ,0,  ,0.00,-26120.00,BULTOS                                  ,Realizado
2024-11-01,8:30 ,TERMINAL 4   17HS                                                                                   ,245416861           ,Remision    ,31532-1-1,ARLEATHER S.R.L.                                                                ,EXPORTACION    ,2024-10-25,TLLU-535266-0,LOTE 2259 // 2269 // 2273.// 245416861  ,0,  ,0.00,-26350.00,BULTOS                                  ,Realizado
2024-11-01,8:30 ,TEMRINAL 4  17HS                                                                                    ,245416861           ,Remision    ,31533-1-1,ARLEATHER S.R.L.                                                                ,EXPORTACION    ,2024-10-25,MRSU-491693-4,LOTE 2259 // 2269 // 2273.// 245416861  ,0,  ,0.00,-25580.00,BULTOS                                  ,Realizado
2024-11-01,8:30 ,TERMINAL 4   17HS                                                                                   ,245416861           ,Remision    ,31534-1-1,ARLEATHER S.R.L.                                                                ,EXPORTACION    ,2024-10-25,MRSU-501818-5,LOTE 2259 // 2269 // 2273.// 245416861  ,0,  ,0.00,-26210.00,BULTOS                                  ,Realizado
2024-11-01,8:30 , EXOLGAN   19HS                                                                                     ,EBKG10668794        ,Remision    ,31664-1-1,BORAX ARGENTINA S A                                                             ,EXPORTACION    ,2024-10-31,CRXU-301810-4,FAC 11677 //EBKG10668794                ,0,  ,-30.00,-24540.00,BULTOS                                  ,Realizado
2024-11-01,9:00 ,EXOLGAN  19HS                                                                                       ,EBKG10668794        ,Remision    ,31665-1-1,BORAX ARGENTINA S A                                                             ,EXPORTACION    ,2024-10-31,HPCU-252174-4,FAC 11677 //EBKG10668794                ,0,  ,-30.00,-24540.00,BULTOS                                  ,Realizado
2024-11-01,9:00 ,EXOLGAN  19HS                                                                                       ,EBKG10668794        ,Remision    ,31666-1-1,BORAX ARGENTINA S A                                                             ,EXPORTACION    ,2024-10-31,MSNU-305730-8,FAC 11677 //EBKG10668794                ,0,  ,-30.00,-24540.00,BULTOS                                  ,Realizado
2024-11-01,9:00 , EXOLGAN   19HS                                                                                     ,EBKG10668794        ,Remision    ,31667-1-1,BORAX ARGENTINA S A                                                             ,EXPORTACION    ,2024-10-31,MSMU-153893-3,FAC 11677 //EBKG10668794                ,0,  ,-30.00,-24540.00,BULTOS                                  ,Realizado
2024-11-01,9:00 ,EXOLGAN 19HS                                                                                        ,EBKG10668799        ,Remision    ,31668-1-1,BORAX ARGENTINA S A                                                             ,EXPORTACION    ,2024-10-31,MSMU-130873-5,FAC 11678 // EBKG10668799               ,0,  ,-30.00,-24540.00,BULTOS                                  ,Realizado
2024-11-01,9:00 ,  EXOLGAN  19HS                                                                                     ,EBKG10668799        ,Remision    ,31669-1-1,BORAX ARGENTINA S A                                                             ,EXPORTACION    ,2024-10-31,MSDU-247116-5,FAC 11678 // EBKG10668799               ,0,  ,-30.00,-24540.00,BULTOS                                  ,Realizado
2024-11-01,9:30 ,EXOLGAN  19HS                                                                                       ,EBKG10668799        ,Remision    ,31670-1-1,BORAX ARGENTINA S A                                                             ,EXPORTACION    ,2024-10-31,MEDU-256708-5,FAC 11678 // EBKG10668799               ,0,  ,-30.00,-24540.00,BULTOS                                  ,Realizado
2024-11-01,9:30 ,EXOLGAN  19HS                                                                                       ,EBKG10668799        ,Remision    ,31671-1-1,BORAX ARGENTINA S A                                                             ,EXPORTACION    ,2024-10-31,MSDU-128859-2,FAC 11678 // EBKG10668799               ,0,  ,-30.00,-24540.00,BULTOS                                  ,Realizado
2024-11-04,8:30 ,TRP   09HS                                                                                          ,340400037262        ,Remision    ,31682-1-1,FORESTAL Y GANADERA INDUMARCA SA                                                ,EXPORTACION    ,2024-10-30,FFAU-501399-7,GRLEM241209 / 340400037262              ,0,  ,-60.00,-26900.00,BULTOS                                  ,Realizado
2024-11-04,9:00 ,TRP   09HS                                                                                          ,340400037262        ,Remision    ,31683-1-1,FORESTAL Y GANADERA INDUMARCA SA                                                ,EXPORTACION    ,2024-10-30,EITU-922291-2,GRLEM241209 / 340400037262              ,0,  ,-60.00,-26900.00,BULTOS                                  ,Realizado
2024-11-04,9:00 ,TRP  09 HS                                                                                          ,340400037130        ,Remision    ,31658-1-1,MARINGA MADERAS SA                                                              ,EXPORTACION    ,2024-10-31,EISU-852440-5,GRLEM241202/ 340400037130               ,0,  ,0.00,-24820.00,BULTOS                                  ,Realizado
2024-11-04,9:00 ,TRP  09HS                                                                                           ,340400037130        ,Remision    ,31659-1-1,MARINGA MADERAS SA                                                              ,EXPORTACION    ,2024-10-31,TRHU-521190-0,GRLEM241202/ 340400037130               ,0,  ,0.00,-26880.00,BULTOS                                  ,Realizado
2024-11-04,9:00 ,TRP   09HS                                                                                          ,340400037130        ,Remision    ,31661-1-1,MARINGA MADERAS SA                                                              ,EXPORTACION    ,2024-10-31,EGSU-930272-8,GRLEM241202/ 340400037130               ,0,  ,0.00,-25280.00,BULTOS                                  ,Realizado
2024-11-04,9:00 ,TEMRINAL 4    13HS                                                                                  ,245302457           ,Remision    ,31580-1-1,HECTOR REBORATTI                                                                ,EXPORTACION    ,2024-10-25,MRSU-403915-7,GRLEM241198 / 245302457                 ,0,  ,0.00,-24340.00,BULTOS                                  ,Realizado
2024-11-04,9:00 , TERMINAL 4   13HS                                                                                  ,24001PE01000476Z    ,Remision    ,31597-1-1,MERCOVAN ARGENTINA SRL                                                          ,EXPORTACION    ,2024-10-18,MRKU-774532-3,VERA MARIA TERESA // EFECTOS PERS.      ,0,  ,-13.00,-1116.00,BULTOS                                  ,Realizado
2024-11-04,9:00 ,TRP   15HS                                                                                          ,340400037130        ,Remision    ,31662-1-1,MARINGA MADERAS SA                                                              ,EXPORTACION    ,2024-10-31,TGBU-992910-5,GRLEM241202/ MARINGA                    ,0,  ,0.00,-25100.00,BULTOS                                  ,Realizado
2024-11-04,9:00 , TRP   17HS                                                                                         ,340400037130        ,Remision    ,31660-1-1,MARINGA MADERAS SA                                                              ,EXPORTACION    ,2024-10-31,EITU-102997-5,GRLEM241202/ 340400037130               ,0,  ,0.00,-25700.00,BULTOS                                  ,Realizado
2024-11-05,8:30 , TRP   11HS                                                                                         ,BUE400142700        ,Remision    ,31699-1-1,NORFOR SA                                                                       ,EXPORTACION    ,2024-11-01,BEAU-647815-0,GRLAE2478/ BUE400142700                 ,0,  ,0.00,-27500.00,BULTOS                                  ,Realizado
2024-11-05,8:30 ,TRP   11HS                                                                                          ,BUE400142700        ,Remision    ,31700-1-1,NORFOR SA                                                                       ,EXPORTACION    ,2024-11-01,HPCU-463518-1,GRLAE2478/ BUE400142700                 ,0,  ,0.00,-27200.00,BULTOS                                  ,Realizado
2024-11-05,8:30 , TRP   11HS                                                                                         ,BUE400142700        ,Remision    ,31701-1-1,NORFOR SA                                                                       ,EXPORTACION    ,2024-11-01,PIDU-417185-3,GRLAE2478/ BUE400142700                 ,0,  ,0.00,-28000.00,BULTOS                                  ,Realizado
2024-11-05,9:00 ,TRP   11HS                                                                                          ,BUE400142700        ,Remision    ,31702-1-1,NORFOR SA                                                                       ,EXPORTACION    ,2024-11-01,PCIU-939394-8,GRLAE2478/ BUE400142700                 ,0,  ,0.00,-27700.00,BULTOS                                  ,Realizado
2024-11-05,9:00 ,TRP   11HS                                                                                          ,BUE400142700        ,Remision    ,31703-1-1,NORFOR SA                                                                       ,EXPORTACION    ,2024-11-01,PCIU-930968-6,GRLAE2478/ BUE400142700                 ,0,  ,0.00,-27850.00,BULTOS                                  ,Realizado
2024-11-05,9:00 ,TERMINAL 4   15HS                                                                                   ,245039869           ,Remision    ,31723-1-1,HECTOR REBORATTI                                                                ,EXPORTACION    ,2024-10-29,MRKU-479354-4,GRLEM241144/ 245039869                  ,0,  ,0.00,-27420.00,BULTOS                                  ,Realizado
2024-11-05,9:00 , TERMINAL 4 15HS                                                                                    ,245039869           ,Remision    ,31724-1-1,HECTOR REBORATTI                                                                ,EXPORTACION    ,2024-10-29,MRSU-441322-5,GRLEM241144/ 245039869                  ,0,  ,0.00,-27360.00,BULTOS                                  ,Realizado
2024-11-07,8:00 ,EXOLGAN   10HS                                                                                      ,61303152            ,Remision    ,31646-1-1,NORFOR SA                                                                       ,EXPORTACION    ,2024-10-28,HLBU-220913-9,GRLEM241247/NORFOR                      ,0,  ,0.00,-25300.00,BULTOS                                  ,Realizado
2024-11-07,8:00 ,EXOLGAN  10HS                                                                                       ,65303154            ,Remision    ,31636-1-1,FORESTADORA TAPEBICUA S.A.U                                                     ,EXPORTACION    ,2024-10-28,HLBU-166782-0,GRLEM241246/ TAPEBICUA                  ,0,  ,0.00,-24760.00,BULTOS                                  ,Realizado
2024-11-07,8:30 ,TRP    15HS                                                                                         ,COSU6400386000      ,Remision    ,31698-1-1,PELAMA CHUBUT S.A.                                                              ,EXPORTACION    ,2024-10-31,OOLU-429716-8,COSU6400386000 // LANA U PELO FINO      ,0,  ,-60.00,-24273.00,BULTOS                                  ,Realizado
2024-11-07,8:30 ,TRP    15HS                                                                                         ,BUE400157200        ,Remision    ,31741-1-1,BORAX ARGENTINA S A                                                             ,EXPORTACION    ,2024-11-04,PCIU-464848-1,FAC 11707 //BUE400157200                ,0,  ,-60.00,-26878.00,BULTOS                                  ,Realizado
2024-11-07,8:30 ,TRP   15HS                                                                                          ,BUE400157200        ,Remision    ,31742-1-1,BORAX ARGENTINA S A                                                             ,EXPORTACION    ,2024-11-04,PCIU-456582-8,FAC 11707 //BUE400157200                ,0,  ,-60.00,-26878.00,BULTOS                                  ,Realizado
2024-11-07,8:30 ,  TRP    15HS                                                                                       ,COSU6398132820      ,Remision    ,31714-1-1,ARLEATHER S.R.L.                                                                ,EXPORTACION    ,2024-10-31,FCIU-720835-7,COSU6398132820 // LOTE 2283 / 2284/ 2285,0,  ,0.00,-25600.00,BULTOS                                  ,Realizado
2024-11-07,8:30 ,TRP  15HS                                                                                           ,COSU6398132820      ,Remision    ,31715-1-1,ARLEATHER S.R.L.                                                                ,EXPORTACION    ,2024-10-31,FFAU-280127-5,COSU6398132820 // LOTE 2283 / 2284/ 2285,0,  ,0.00,-25600.00,BULTOS                                  ,Realizado
2024-11-07,8:30 ,TRP   15HS                                                                                          ,COSU6398132820      ,Remision    ,31716-1-1,ARLEATHER S.R.L.                                                                ,EXPORTACION    ,2024-10-31,CSNU-795777-7,COSU6398132820 // LOTE 2283 / 2284/ 2285,0,  ,0.00,-25600.00,BULTOS                                  ,Realizado
2024-11-07,8:30 ,TRP    17HS                                                                                         ,COSU6398132870      ,Remision    ,31712-1-1,ARLEATHER S.R.L.                                                                ,EXPORTACION    ,2024-11-01,OOCU-752792-5,COSU6398132870 / LOTE 2292 / 2276       ,0,  ,0.00,-27210.00,BULTOS                                  ,Realizado
2024-11-07,8:30 ,TRP   17HS                                                                                          ,COSU6398132870      ,Remision    ,31713-1-1,ARLEATHER S.R.L.                                                                ,EXPORTACION    ,2024-11-01,BEAU-559983-5,COSU6398132870 / LOTE 2292 / 2276       ,0,  ,0.00,-26540.00,BULTOS                                  ,Realizado
2024-11-08,8:30 ,TRP   09HS                                                                                          ,340400034912        ,Remision    ,31549-1-1,ISISCHU SRL                                                                     ,EXPORTACION    ,2024-10-25,CAAU-536037-5,GRLEM241137/ 340400034912               ,0,  ,0.00,-27120.00,BULTOS                                  ,Realizado
2024-11-08,8:30 ,TRP   09HS                                                                                          ,340400036052        ,Remision    ,31618-1-1,WEIDEN SOCIEDAD ANONIMA                                                         ,EXPORTACION    ,2024-10-28,EISU-824516-5,GRLEM241171/WEIDEN                      ,0,  ,0.00,-21000.00,BULTOS                                  ,Realizado
2024-11-08,8:30 ,TERMINAL 4   09HS                                                                                   ,246069454           ,Remision    ,31705-1-1,HELVECIA S.A.                                                                   ,EXPORTACION    ,2024-11-01,HASU-485310-0,GRLAE2484/ 246069454                    ,0,  ,0.00,-26300.00,BULTOS                                  ,Realizado
2024-11-08,8:30 , TRP   09HS                                                                                         ,340400037806        ,Remision    ,31731-1-1,ISISCHU SRL                                                                     ,EXPORTACION    ,2024-11-01,EITU-128909-9,GRLEMN241219/340400037806               ,40,  ,-60.00,-25503.33,BULTOS                                  ,Realizado
2024-11-08,8:30 , TRP  11HS                                                                                          ,340400037806        ,Remision    ,31719-1-1,ISISCHU SRL                                                                     ,EXPORTACION    ,2024-11-01,DRYU-990197-5,GRLEMN241219/340400037806               ,0,  ,-60.00,-26880.00,BULTOS                                  ,Realizado
2024-11-08,9:00 ,TRP   11HS                                                                                          ,340400037806        ,Remision    ,31720-1-1,ISISCHU SRL                                                                     ,EXPORTACION    ,2024-11-01,TIIU-461002-7,GRLEMN241219/340400037806               ,0,  ,-60.00,-26880.00,BULTOS                                  ,Realizado
2024-11-08,9:00 ,TERMINAL  11HS                                                                                      ,245841324           ,Remision    ,31768-1-1,LETERAGO SA                                                                     ,EXPORTACION    ,2024-11-05,MSKU-145004-0,GRLAE2468 // 245841324                  ,0,  ,-60.00,-23760.00,BULTOS                                  ,Realizado
2024-11-08,9:00 , TERMINAL 4   11HS                                                                                  ,24001PE01000487S    ,Remision    ,31778-1-1,LIFT VAN INT. CO S.A                                                            ,EXPORTACION    ,2024-10-25,SUDU-741796-8,JUAN MANUEL REY // EFECTOS PERS.        ,0,  ,0.00,-2220.00,BULTOS                                  ,Realizado
2024-11-08,9:00 ,TERMINAL 4   11HS                                                                                   ,ZIMUBUE9036121      ,Remision    ,31711-1-1,SIETE HERMANOS SRL                                                              ,EXPORTACION    ,2024-11-01,ZCSU-681802-0,BOOKING: ZIMUBUE9036121                 ,0,  ,0.00,-21537.00,BULTOS                                  ,Realizado
2024-11-08,9:00 ,TERMINAL 4    11HS                                                                                  ,246121429           ,Remision    ,31803-1-1,VIRASORO MADERAS S R L                                                          ,EXPORTACION    ,2024-11-04,MRSU-322731-3,GRLAE2482/246121429                     ,0,  ,-60.00,-25220.00,BULTOS                                  ,Realizado
2024-11-08,9:00 , TRP   15HS                                                                                         ,245957160           ,Remision    ,31783-1-1,FORESTAL Y GANADERA INDUMARCA SA                                                ,EXPORTACION    ,2024-11-06,MVIU-000160-9,GRLAE2477/ 245957160  //  REMITO 16404 /,0,  ,-64.46,-24495.87,BULTOS                                  ,Realizado
2024-11-08,9:00 ,TRP    15HS                                                                                         ,340400037806        ,Remision    ,31733-1-1,ISISCHU SRL                                                                     ,EXPORTACION    ,2024-11-01,EISU-825492-7,GRLEMN241219/340400037806               ,40,  ,-60.00,-25503.33,BULTOS                                  ,Realizado
2024-11-08,9:00 ,  TERMINAL 4    19HS                                                                                ,ZIMUBUE9036371      ,Remision    ,31777-1-1,PLASTICOS DISE S A                                                              ,EXPORTACION    ,2024-11-06,CAIU-443152-2,ZIM BALTIMORE 338N //ZIMUBUE9036371     ,0,  ,-60.00,-24180.90,BULTOS                                  ,Realizado
2024-11-08,9:00 ,   MULTIMODAL  CHILE                                                                                ,24001EC01072798T    ,Remision    ,31804-1-1,CAPILATIS S.A.                                                                  ,EXPORTACION    ,2024-11-05,TCNU-527915-1,SNG0445327/CAPILATIS                    ,0,  ,-61.02,-12077.29,BULTOS                                  ,Realizado
2024-11-08,9:30 ,MULTIMODAL  CHILE                                                                                   ,24001EC01072798T    ,Remision    ,31805-1-1,CAPILATIS S.A.                                                                  ,EXPORTACION    ,2024-11-05,TXGU-527714-6,SNG0445327/CAPILATIS                    ,0,  ,-61.02,-12077.29,BULTOS                                  ,Realizado
2024-11-08,9:30 ,    MULTIMODAL CHILE                                                                                ,24001EC01072798T    ,Remision    ,31806-1-1,CAPILATIS S.A.                                                                  ,EXPORTACION    ,2024-11-05,TLLU-480931-9,SNG0445327/CAPILATIS                    ,0,  ,-57.96,-11473.42,BULTOS                                  ,Realizado
2024-11-08,13:30,  EXPO TERRESTRE                                                                                    ,24001EC01073727M    ,Remision    ,31836-0-1,ADP TRADING SRL                                                                 ,EXPORTACION    ,2024-11-08,             ,VACIO                                   ,0,  ,0.00,0.00,CAMION EXPO                             ,Realizado
2024-11-11,8:00 , TRP   09HS                                                                                         ,340400033673        ,Remision    ,31786-1-1,NORFOR SA                                                                       ,EXPORTACION    ,2024-11-06,EISU-853548-3,GRLEM241121/340400033673                ,0,  ,-55.71,-25856.07,BULTOS                                  ,Realizado
2024-11-11,8:00 , TRP   11HS                                                                                         ,340400033673        ,Remision    ,31787-1-1,NORFOR SA                                                                       ,EXPORTACION    ,2024-11-06,EITU-927333-4,GRLEM241121/340400033673                ,0,  ,-64.29,-29833.93,BULTOS                                  ,Realizado
2024-11-11,8:00 ,TRP    11HS                                                                                         ,340400033673        ,Remision    ,31788-1-1,NORFOR SA                                                                       ,EXPORTACION    ,2024-11-06,EGSU-932226-2,GRLEM241121/340400033673                ,0,  ,-60.00,-27845.00,BULTOS                                  ,Realizado
2024-11-11,8:00 ,TRP    11HS                                                                                         ,340400033673        ,Remision    ,31789-1-1,NORFOR SA                                                                       ,EXPORTACION    ,2024-11-06,EGHU-931337-5,GRLEM241121/340400033673                ,0,  ,-60.00,-27845.00,BULTOS                                  ,Realizado
2024-11-11,8:00 , TERMINAL 4    11HS                                                                                 ,ZIMUBUE9036282      ,Remision    ,31748-1-1,ANICETO GOMEZ SA                                                                ,EXPORTACION    ,2024-11-05,CAAU-545496-2,OP.859 // ZIMUBUE9036282                ,0,  ,-59.18,-21851.51,BULTOS                                  ,Realizado
2024-11-11,8:30 ,TERMINAL 4   11HS                                                                                   ,ZIMUBUE9036282      ,Remision    ,31749-1-1,ANICETO GOMEZ SA                                                                ,EXPORTACION    ,2024-11-05,ZCSU-678023-9,OP.859 // ZIMUBUE9036282                ,0,  ,-60.82,-22458.49,BULTOS                                  ,Realizado
2024-11-13,8:00 ,                                                                                                    ,24001PE01000486R    ,Remision    ,31829-1-1,MERCOVAN ARGENTINA SRL                                                          ,EXPORTACION    ,2024-10-29,HLXU-846225-0,"ARIEU, GISELLE // EFECTOS PERS.         ",0,  ,0.00,-6188.00,BULTOS                                  ,Realizado
2024-11-13,8:30 ,                                                                                                    ,69978293            ,Remision    ,31904-0-1,CARPAL SA                                                                       ,EXPORTACION    ,2024-11-11,GCXU-596553-9,VACIO                                   ,40,HC,0.00,0.00,CONTENEDOR                              ,Realizado
2024-11-13,8:30 ,                                                                                                    ,69978293            ,Remision    ,31905-0-1,CARPAL SA                                                                       ,EXPORTACION    ,2024-11-11,FANU-313236-8,VACIO                                   ,40,HC,0.00,0.00,CONTENEDOR                              ,Realizado
2024-11-13,8:30 ,                                                                                                    ,340400038764        ,Remision    ,31848-0-1,NORFOR SA                                                                       ,EXPORTACION    ,2024-11-08,TGBU-692467-1,VACIO                                   ,40,HC,0.00,0.00,CONTENEDOR                              ,Realizado
2024-11-13,8:30 ,                                                                                                    ,340400038764        ,Remision    ,31849-0-1,NORFOR SA                                                                       ,EXPORTACION    ,2024-11-08,GCXU-605573-9,VACIO                                   ,40,HC,0.00,0.00,CONTENEDOR                              ,Realizado
2024-11-13,9:00 ,                                                                                                    ,245471291           ,Remision    ,31766-0-1,ARLEATHER S.R.L.                                                                ,EXPORTACION    ,2024-11-04,MRSU-401245-4,VACIO                                   ,40,HC,0.00,0.00,CONTENEDOR                              ,Realizado
2024-11-13,9:00 ,                                                                                                    ,245471291           ,Remision    ,31767-0-1,ARLEATHER S.R.L.                                                                ,EXPORTACION    ,2024-11-04,MSKU-017377-9,VACIO                                   ,40,HC,0.00,0.00,CONTENEDOR                              ,Realizado
2024-11-13,9:00 ,                                                                                                    ,245469497           ,Remision    ,31762-0-1,ARLEATHER S.R.L.                                                                ,EXPORTACION    ,2024-11-04,BEAU-575691-3,VACIO                                   ,40,HC,0.00,0.00,CONTENEDOR                              ,Realizado
2024-11-13,9:00 ,                                                                                                    ,245469497           ,Remision    ,31763-0-1,ARLEATHER S.R.L.                                                                ,EXPORTACION    ,2024-11-04,MRKU-233063-8,VACIO                                   ,40,HC,0.00,0.00,CONTENEDOR                              ,Realizado
2024-11-13,9:00 ,                                                                                                    ,245469497           ,Remision    ,31764-0-1,ARLEATHER S.R.L.                                                                ,EXPORTACION    ,2024-11-04,MRSU-466868-0,VACIO                                   ,40,HC,0.00,0.00,CONTENEDOR                              ,Realizado
2024-11-13,9:00 ,                                                                                                    ,245737435           ,Remision    ,31821-0-1,MADER ZU S.R.L.                                                                 ,EXPORTACION    ,2024-11-06,MRKU-275496-0,VACIO                                   ,40,HC,0.00,0.00,CONTENEDOR                              ,Realizado
2024-11-13,9:00 ,                                                                                                    ,245471387           ,Remision    ,31754-0-1,ARLEATHER S.R.L.                                                                ,EXPORTACION    ,2024-11-04,HASU-447678-0,VACIO                                   ,40,HC,0.00,0.00,CONTENEDOR                              ,Realizado
2024-11-13,9:00 ,                                                                                                    ,245471387           ,Remision    ,31756-0-1,ARLEATHER S.R.L.                                                                ,EXPORTACION    ,2024-11-04,MSKU-119170-9,VACIO                                   ,40,HC,0.00,0.00,CONTENEDOR                              ,Realizado
2024-11-13,9:00 ,                                                                                                    ,245841556           ,Remision    ,31810-0-1,ARLEATHER S.R.L.                                                                ,EXPORTACION    ,2024-11-06,MRKU-324609-6,VACIO                                   ,40,HC,0.00,0.00,CONTENEDOR                              ,Realizado
2024-11-13,9:00 ,                                                                                                    ,245841556           ,Remision    ,31811-0-1,ARLEATHER S.R.L.                                                                ,EXPORTACION    ,2024-11-06,MRSU-564629-0,VACIO                                   ,40,HC,0.00,0.00,CONTENEDOR                              ,Realizado
2024-11-13,9:30 ,                                                                                                    ,62647146            ,Remision    ,31829-0-1,MERCOVAN ARGENTINA SRL                                                          ,EXPORTACION    ,2024-11-07,HLXU-846225-0,VACIO                                   ,40,DR,0.00,0.00,CONTENEDOR                              ,Realizado
2024-11-13,9:30 ,                                                                                                    ,EBKG10553950        ,Remision    ,31596-0-1,LIFT VAN INT. CO S.A                                                            ,EXPORTACION    ,2024-10-28,GLDU-948595-8,VACIO                                   ,20,DR,0.00,0.00,CONTENEDOR                              ,Realizado
