Dia,Cliente,Contenedor,Volumen,Precinto,Observaciones,Estado,e-tally
2025-10-27,Helvecia S.A.,FCIU-803315-0,0,---,TRP   11HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27635
2025-10-27,Forestal Guarani Sa,HASU-479601-6,0,---,TERMINAL 4   11HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27659
2025-10-27,Mercopallet Srl,MSKU-086276-2,0,---,TERMINAL 4   11HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27614
2025-10-27,Mercopallet Srl,MSKU-086276-2,0,---,TERMINAL 4  11HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27614
2025-10-27,Mercopallet Srl,TCNU-326996-1,0,---,TERMINAL 4  11HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27615
2025-10-27,Mercopallet Srl,TGBU-537931-4,0,---,TERMINAL  4   11HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27616
2025-10-27,Mader Zu S.R.L.,HLBU-254647-0,0,---,EXOLGAN   13HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27642
2025-10-27,Mader Zu S.R.L.,FSCU-716355-0,0,---,EXOLGAN   13HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27643
2025-10-27,Mader Zu S.R.L.,HAMU-229605-1,0,---,EXOLGAN  13HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27644
2025-10-27,Mader Zu S.R.L.,HAMU-343208-6,0,---,TERMINAL 4   13HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27653
2025-10-27,Termoplasticos Del S...,HLBU-383898-5,0,---,EXOLGAN   13HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27654
2025-10-27,Borax Argentina S A,TCNU-527558-3,0,---,TRP  11HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27660
2025-10-27,Borax Argentina S A,APHU-728938-1,0,---,TRP   11HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27661
2025-10-27,Borax Argentina S A,CMAU-598444-3,0,---,TRP   11HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27662
2025-10-27,Borax Argentina S A,CAAU-628821-2,0,---,TRP    11HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27663
2025-10-27,Borax Argentina S A,BEAU-405966-3,0,---,TRP   11HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27665
2025-10-27,Borax Argentina S A,BEAU-476422-0,0,---,TRP   11HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27666
2025-10-27,Borax Argentina S A,GESU-627706-5,0,---,TRP    11HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27667
2025-10-28,Santa Anita Oil Sa,TCNU-781442-6,0,---,EXOLGAN   16HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27680
2025-10-28,Santa Anita Oil Sa,TCLU-795195-1,0,---,EXOLGAN   16HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27681
2025-10-28,Santa Anita Oil Sa,GAOU-655819-8,0,---,EXOLGAN   16HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27673
2025-10-28,Santa Anita Oil Sa,TCLU-643363-9,0,---,EXOLGAN   16HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27671
2025-10-28,Santa Anita Oil Sa,ONEU-116748-9,0,---,EXOLGAN  16HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27670
2025-10-28,Santa Anita Oil Sa,GAOU-650066-3,0,---,EXOLGAN   16HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27678
2025-10-28,Chaguar Sociedad Ano...,UACU-832198-2,-60,---,EXOLGAN   16HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27657
2025-10-28,Mercovan Argentina S...,TCKU-227735-6,0,---,EXOLGAN  13HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27672
2025-10-28,Litoral Citrus S A,MSBU-321747-7,0,---,EXOLGAN   13HS  (IMO),Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27664
2025-10-24,Taeda Sa,CZZU-890092-6,0,---,TRP   09HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27636
2025-10-24,Chaguar Sociedad Ano...,MSMU-217945-8,0,---,EXOLGAN   13HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27649
2025-10-24,Chaguar Sociedad Ano...,MSNU-178052-9,0,---,EXOLGAN  13HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27650
2025-10-24,Chaguar Sociedad Ano...,MSDU-113994-2,0,---,EXOLGAN   13HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27651
2025-10-24,Chaguar Sociedad Ano...,BMOU-161086-4,0,---,EXOLGAN   16HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27652
2025-10-24,Lift Van Int. Co S.A,UACU-851181-1,0,---,EXOLGAN  16HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27640
2025-10-24,Lift Van Int. Co S.A,HAMU-256054-4,0,---,EXOLGAN   19HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27646
2025-10-24,Lift Van Int. Co S.A,TEMU-207360-8,0,---,EXOLGAN   22HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27647
2025-10-24,Pampa Logistica Inte...,BEAU-223378-1,0,---,EXOLGAN  10HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27648
2025-10-24,Global Motion S.A.,CAIU-667906-1,0,---,EXOLGAN   16HS,Pendiente,
2025-10-29,Mader Zu S.R.L.,HLBU-206509-4,0,---,exolgan   10hs,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27655
2025-10-29,Henn Y Cia S.R.L.,EGSU-991341-3,0,---,TRP    15HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27627
2025-10-29,Henn Y Cia S.R.L.,EGSU-147236-9,0,---,TRP   15HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27628
2025-10-29,Henn Y Cia S.R.L.,BEAU-502708-5,0,---,TRP    15HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27629
2025-10-29,Henn Y Cia S.R.L.,TGBU-657503-4,0,---,TRP   15HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27630
2025-10-29,Pelama Chubut S.A.,TCNU-827176-6,0,---,TRP   11HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27679
2025-10-31,Maringa Maderas Sa,TEMU-622177-1,0,---,TRP  09HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27638
2025-10-31,Maringa Maderas Sa,EGHU-914503-4,0,---,TRP  09HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27639
2025-10-31,Hilado Sa,TXGU-747171-5,0,---,TRP  17HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27684
2025-10-31,Hilado Sa,TGBU-996566-9,0,---,TRP   17HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27685
2025-10-31,Hilado Sa,GAOU-626486-6,0,---,TRP   17HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27686
2025-10-31,Lawter Argentina S.A...,MSDU-405733-9,0,---,EXOLGAN  19HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27712
2025-10-31,Lawter Argentina S.A...,MSDU-461985-8,0,---,EXOLGAN   19HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27713
2025-10-31,Lawter Argentina S.A...,MSDU-461899-6,0,---,EXOLGAN   19HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27714
2025-10-31,Lawter Argentina S.A...,TTNU-565635-0,0,---,EXOLGAN   19HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27715
2025-11-06,Isischu Srl,MEDU-733782-4,0,---,EXOLGAN  16HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27733
2025-11-06,Pallets Jauregui Soc...,FFAU-235174-8,0,---,TERMINAL 4  13HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27738
2025-11-06,Chaguar Sociedad Ano...,TEMU-005642-7,0,---,EXOLGAN  13HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27749
2025-11-06,Chaguar Sociedad Ano...,MSDU-115473-6,0,---,EXOLGAN   13HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27750
2025-11-06,Chaguar Sociedad Ano...,MSBU-186836-1,0,---,EXOLGAN  13HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27751
2025-11-06,Chaguar Sociedad Ano...,MEDU-387693-6,0,---,EXOLGAN  13HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27752
2025-11-06,Chaguar Sociedad Ano...,MEDU-601218-8,0,---,EXOLGAN   16HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27753
2025-11-06,Almar Internacional ...,TCLU-214568-1,0,---,EXOLGAN   19HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27760
2025-11-06,Almar Internacional ...,MSDU-844136-3,0,---,EXOLGAN   19HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27761
2025-11-06,Henn Y Cia S.R.L.,TRHU-356143-1,0,---,TERMINAL 4  13HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27757
2025-11-06,Henn Y Cia S.R.L.,MRKU-909011-7,0,---,TERMINAL 4  15HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27754
2025-11-06,Henn Y Cia S.R.L.,CAIU-628206-9,0,---,TERMINAL 4  15HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27755
2025-11-06,Henn Y Cia S.R.L.,MRKU-804291-6,0,---,TERMINAL 4  15HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27756
2025-11-06,Henn Y Cia S.R.L.,MRKU-952774-2,0,---,TERMINAL  4  15HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27758
2025-11-06,Henn Y Cia S.R.L.,TIIU-544996-1,0,---,TRP  17HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27734
2025-11-06,Henn Y Cia S.R.L.,EGSU-936103-7,0,---,TRP   17HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27735
2025-11-06,Henn Y Cia S.R.L.,EGSU-164232-0,0,---,TRP   17HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27736
2025-11-06,Henn Y Cia S.R.L.,CAAU-544001-7,0,---,TRP   17HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27737
2025-11-04,Mercovan Argentina S...,UACU-382791-5,0,---,exolgan  13hs,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27731
2025-11-04,Norfor Sa,TRHU-575912-8,0,---,TRP  15HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27692
2025-11-04,Mercovan Argentina S...,TEMU-218068-0,0,---,EXOLGAN  16HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27728
2025-11-03,Lawter Argentina S.A...,UETU-709845-7,0,---,TRP   09HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27674
2025-11-03,Lawter Argentina S.A...,PCIU-910880-3,0,---,TRP  09HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27675
2025-11-03,Lawter Argentina S.A...,PIDU-440798-0,0,---,TRP   09HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27676
2025-11-03,Lawter Argentina S.A...,PCIU-881873-4,0,---,TRP   09HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27677
2025-11-03,Lawter Argentina S.A...,PIDU-423819-7,0,---,TRP   09HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27688
2025-11-03,Lawter Argentina S.A...,PCIU-907423-6,0,---,TRP  09HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27689
2025-11-03,Lawter Argentina S.A...,PCIU-915741-2,0,---,TRP   09HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27690
2025-11-03,Lawter Argentina S.A...,DRYU-932157-6,0,---,TRP   09HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27691
2025-11-03,Isischu Srl,MRSU-792538-0,0,---,EXOLGAN  10HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27711
2025-11-03,Agrotres S.A,TCKU-761107-0,0,---,TERMINAL 4   13HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27727
2025-11-03,Mercovan Argentina S...,HAMU-203145-3,0,---,EXOLGAN   13HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27729
2025-11-03,Henn Y Cia S.R.L.,PCIU-142609-5,0,---,TRP  15HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27717
2025-11-03,Henn Y Cia S.R.L.,PCIU-155087-1,0,---,TRP    15HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27718
2025-11-03,Henn Y Cia S.R.L.,PCIU-138864-7,0,---,TRP   17HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27719
2025-11-03,Henn Y Cia S.R.L.,PCIU-284643-0,0,---,TRP   17HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27720
2025-11-03,Pallets Jauregui Soc...,MRKU-629461-0,0,---,TERMINAL 4   17HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27730
2025-11-03,Norfor Sa,EGHU-927093-0,0,---,TRP   17HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27693
2025-11-03,Norfor Sa,EMCU-849950-5,0,---,TRP   17HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27694
2025-11-05,Norfor Sa,EGSU-984451-8,0,---,TRP  11HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27695
2025-11-05,Norfor Sa,EITU-177700-4,0,---,TRP   11HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27696
2025-11-05,Hdv Leather S.R.L.,MSBU-506106-4,0,---,EXOLGAN  13HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27722
2025-11-05,Hdv Leather S.R.L.,CAIU-712744-7,0,---,EXOLGAN    13HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27723
2025-11-05,Hdv Leather S.R.L.,MSDU-639901-1,0,---,EXOLGAN   13HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27724
2025-11-05,Hdv Leather S.R.L.,TCLU-595113-0,0,---,EXOLGAN  13HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27725
2025-11-05,Helvecia S.A.,OCGU-802869-1,0,---,TRP   17HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27744
2025-11-05,Helvecia S.A.,TGBU-996046-1,0,---,TRP   17HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27745
2025-11-05,Hector Reboratti,EGHU-941287-1,0,---,TRP  11HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27732
2025-11-05,Hector Reboratti,EGHU-955759-8,0,---,TRP   15HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27726
2025-11-07,Hdv Leather S.R.L.,UETU-598577-1,0,---,TRP   11HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27739
2025-11-07,Hdv Leather S.R.L.,CAIU-992317-1,0,---,TRP   11HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27740
2025-11-07,Hdv Leather S.R.L.,TIIU-405422-6,0,---,TRP   11HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27741
2025-11-07,Hdv Leather S.R.L.,PIDU-452695-3,0,---,TRP   11HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27743
2025-11-07,Lift Van Int. Co S.A,HLXU-533772-1,0,---,EXOLGAN   13HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27766
2025-11-07,Mader Zu S.R.L.,FSCU-883559-8,0,---,TRP 11HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27746
2025-11-07,Mader Zu S.R.L.,TRHU-657038-1,0,---,TRP   11HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27747
2025-11-07,Mader Zu S.R.L.,TCLU-526565-4,0,---,TRP   11HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27748
2025-11-07,Henn Y Cia S.R.L.,GLDU-977322-9,0,---,TRP  15HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27762
2025-11-07,Henn Y Cia S.R.L.,PCIU-115352-9,0,---,TRP  15HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27763
2025-11-07,Tipoiti Satic,HLXU-816618-1,0,---,EXOLGAN  19HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27767
2025-11-07,Tipoiti Satic,HLBU-310403-0,0,---,EXOLGAN  19HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27768
2025-11-07,Tipoiti Satic,BMOU-495934-0,0,---,EXOLGAN  19HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27769
2025-11-10,Gleba S A,MSNU-549220-1,0,---,EXOLGAN 10HS (IMO),Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27770
2025-11-10,Lift Van Int. Co S.A,HLBU-113831-8,0,---,EXOLGAN  13HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27759
2025-11-10,Henn Y Cia S.R.L.,HLBU-137569-1,0,---,EXOLGAN   16HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27764
2025-11-11,Carpal Sa,SEGU-537458-0,0,---,TRP  11HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27772
2025-11-11,Carpal Sa,SEKU-450938-7,0,---,TRP   11HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27771
2025-11-11,Aserradero San Alber...,MRKU-630890-4,0,---,TERMINAL 4   13HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27779
2025-11-12,Hdv Leather S.R.L.,OOCU-861968-8,0,---,TRP  11HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27773
2025-11-12,Hdv Leather S.R.L.,CSLU-600850-5,0,---,TRP   11HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27776
2025-11-12,Hdv Leather S.R.L.,MSMU-425534-6,0,---,EXOLGAN  16HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27775
2025-11-12,Hdv Leather S.R.L.,MSNU-749514-9,0,---,EXOLGAN   13HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27774
2025-11-12,Global Rover Logisti...,MSCU-520103-0,0,---,EXOLGAN  13HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27778
2025-11-12,Figo Srl S. R. L.,AXIU-847493-3,0,---,EXOLGAN  13hs,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27780
2025-11-12,Figo Srl S. R. L.,MSDU-138663-9,0,---,EXOLGAN   13HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27781
2025-11-12,Figo Srl S. R. L.,MSNU-227281-5,0,---,EXOLGAN  13HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27782
2025-11-12,Figo Srl S. R. L.,TGBU-397872-0,0,---,EXOLGAN   13HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27783
2025-11-12,Figo Srl S. R. L.,TEMU-202938-0,0,---,EXOLGAN  13HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27784
2025-11-12,J. Llorente Y Cía. S...,             ,-44,---,expo terrestre chile,Pendiente,
2025-11-14,Maringa Maderas Sa,GCXU-643813-1,0,---,TRP  11HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27815
2025-11-14,Maringa Maderas Sa,EMCU-167219-9,0,---,TRP  11HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27816
2025-11-14,Maringa Maderas Sa,TRHU-570480-3,0,---,TRP   09HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27817
2025-11-14,Mercovan Argentina S...,BEAU-215886-2,-28,---,EXOLGAN  10HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27790
2025-11-14,Tipoiti Satic,HLXU-819992-4,0,---,EXOLGAN  19HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27823
2025-11-14,Tipoiti Satic,FANU-324171-2,0,---,EXOLGAN   19HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27824
2025-11-14,Cables Epuyen Srl,ONEU-566269-1,0,---,EXOLGAN   19HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27803
2025-11-13,Hector Reboratti,FFAU-514239-8,0,---,TERMINAL  4    11HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27785
2025-11-13,Hector Reboratti,MVIU-002003-9,0,---,TERMIANL 4   11HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27786
2025-11-13,Lift Van Int. Co S.A,TEMU-130191-4,0,---,TERMINAL 4   15HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27742
2025-11-13,Mafralac Alimenticia...,ZCSU-704186-6,0,---,EXOLGAN   19HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27799
2025-11-13,Mader Zu S.R.L.,FANU-140124-1,0,---,EXOLGAN  13HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27794
2025-11-13,Mader Zu S.R.L.,HLBU-284479-3,0,---,EXOLGAN   13HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27795
2025-11-13,Mader Zu S.R.L.,HLXU-840329-9,0,---,EXOLGAN  13HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27796
2025-11-13,Mader Zu S.R.L.,PCIU-937240-0,0,---,EXOLGAN  13HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27797
2025-11-13,Henn Y Cia S.R.L.,PCIU-103867-5,-30,---,TRP  15HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27787
2025-11-13,Henn Y Cia S.R.L.,PCIU-140530-1,-30,---,TRP  15HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27788
2025-11-13,Henn Y Cia S.R.L.,PCIU-180127-8,-30,---,TRP   17HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27789
2025-11-13,Pallets Jauregui Soc...,FFAU-553841-3,0,---,EXOLGAN  13HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27798
2025-11-17,Borax Argentina S A,DFSU-142295-6,0,---,EXOLGAN  13HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27800
2025-11-17,Borax Argentina S A,BMOU-141454-2,0,---,EXOLGAN  13HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27801
2025-11-17,Borax Argentina S A,CAIU-667402-8,0,---,EXOLGAN   13HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27802
2025-11-17,Borax Argentina S A,TLLU-243805-5,0,---,EXOLGAN  13HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27804
2025-11-17,Borax Argentina S A,NIDU-230763-5,0,---,EXOLGAN  13HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27805
2025-11-17,Borax Argentina S A,TEMU-147210-0,0,---,EXOLGAN  13HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27806
2025-11-17,Borax Argentina S A,UETU-283902-7,0,---,EXOLGAN  13HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27807
2025-11-17,Borax Argentina S A,FCIU-656080-4,0,---,EXOLGAN  13HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27808
2025-11-17,Borax Argentina S A,CAIU-292663-0,0,---,EXOLGAN   13HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27809
2025-11-17,Borax Argentina S A,UETU-222343-2,0,---,EXOLGAN  13HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27810
2025-11-17,Borax Argentina S A,BMOU-137131-1,0,---,EXOLGAN  13HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27811
2025-11-17,Borax Argentina S A,UACU-388483-3,0,---,EXOLGAN   13HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27812
2025-11-17,Borax Argentina S A,DAYU-216199-6,0,---,EXOLGAN   13HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27813
2025-11-17,Borax Argentina S A,HLBU-102247-8,0,---,EXOLGAN   13HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27814
2025-11-17,Lift Van Int. Co S.A,HLBU-127070-4,0,---,EXOLGAN  13HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27825
