Operacion,Dia,Hora,Observacion,Conocimiento,Tipo Trafico,Cliente,Tipo Operacion,Fecha Ingreso,Contenedor,Descripcion Mercaderia,Dimension,Tipo Contenedor,Volumen,Kilos,Envase,Estado
31703-1-1,2024-11-05,9:00 ,Trp   11Hs,BUE400142700,Remision,Norfor Sa,Exportacion,2024-11-01,PCIU-930968-6,Grlae2478/ Bue400142700,0,  ,0.00,-27850.00,Bultos,Realizado
31702-1-1,2024-11-05,9:00 ,Trp   11Hs,BUE400142700,Remision,Norfor Sa,Exportacion,2024-11-01,PCIU-939394-8,Grlae2478/ Bue400142700,0,  ,0.00,-27700.00,Bultos,Realizado
31701-1-1,2024-11-05,8:30 ,Trp   11Hs,BUE400142700,Remision,Norfor Sa,Exportacion,2024-11-01,PIDU-417185-3,Grlae2478/ Bue400142700,0,  ,0.00,-28000.00,Bultos,Realizado
31700-1-1,2024-11-05,8:30 ,Trp   11Hs,BUE400142700,Remision,Norfor Sa,Exportacion,2024-11-01,HPCU-463518-1,Grlae2478/ Bue400142700,0,  ,0.00,-27200.00,Bultos,Realizado
31699-1-1,2024-11-05,8:30 ,Trp   11Hs,BUE400142700,Remision,Norfor Sa,Exportacion,2024-11-01,BEAU-647815-0,Grlae2478/ Bue400142700,0,  ,0.00,-27500.00,Bultos,Realizado
31744-1-1,2024-11-06,9:00 ,Terminal 4   15Hs,67979767,Remision,Hector Reboratti,Exportacion,2024-10-23,TCKU-646202-8,Grlae2469/  67979767,0,  ,0.00,-25420.00,Bultos,Realizado
31706-1-1,2024-11-06,8:00 ,Trp   09Hs,245040069,Remision,Hector Reboratti,Exportacion,2024-11-01,MSKU-082622-0,Grlem241145/ 245040069,0,  ,0.00,-25790.00,Bultos,Realizado
31675-1-1,2024-11-06,8:30 ,Terminal 4       13Hs,245891014,Remision,Leterago Sa,Exportacion,2024-10-31,MRKU-504719-6,Grlae2476/ 245891014,0,  ,-60.00,-26400.00,Bultos,Realizado
31643-1-1,2024-11-06,8:30 ,Terminal 4    13Hs,245891014,Remision,Leterago Sa,Exportacion,2024-10-25,GCXU-555624-8,Grlae2476/ Leterago,0,  ,0.00,-26645.00,Bultos,Realizado
31642-1-1,2024-11-06,8:30 ,Terminal 4   13Hs,245891014,Remision,Leterago Sa,Exportacion,2024-10-25,MRSU-328593-7,Grlae2476/ Leterago,0,  ,0.00,-26645.00,Bultos,Realizado
31641-1-1,2024-11-06,8:30 ,Terminal  4   13Hs,245891014,Remision,Leterago Sa,Exportacion,2024-10-25,MSKU-056293-4,Grlae2476/ Leterago,0,  ,0.00,-26645.00,Bultos,Realizado
31640-1-1,2024-11-06,8:30 ,Terminal 4     13Hs,245891014,Remision,Leterago Sa,Exportacion,2024-10-25,SUDU-896206-2,Grlae2476/ Leterago,0,  ,0.00,-26645.00,Bultos,Realizado
31710-1-1,2024-11-06,8:30 ,Terminal 4   05Am,246069278,Remision,Minera Santa Rita Srl,Exportacion,2024-11-01,SUDU-762930-8,Fact 14-411 // 246069278,0,  ,0.00,-23166.00,Bultos,Realizado
31635-1-1,2024-11-06,8:30 ,Trp    15Hs,BUA0329857,Remision,Lift Van Int. Co S.A,Exportacion,2024-10-22,TCNU-596220-8,Jorge Soriano,0,  ,0.00,-7266.13,Bultos,Realizado
31738-1-1,2024-11-06,8:30 ,Terminal 4  15Hs,244573548,Remision,Valerio Oliva Forestal Sa,Exportacion,2024-10-24,MRKU-579884-9,Grlem241104/244573548,0,  ,0.00,-23060.00,Bultos,Realizado
31722-1-1,2024-11-06,8:00 ,Exolgan    13Hs,61315276,Remision,Borax Argentina S A,Exportacion,2024-11-01,TEMU-183413-2,Fac 11676 //61315276,0,  ,0.00,-23067.50,Bultos,Realizado
31740-1-1,2024-11-06,9:00 ,Terminal 4   17Hs,64645199,Remision,Maringa Maderas Sa,Exportacion,2024-11-04,TCLU-544389-0,Grlem241218/Maringa,0,  ,0.00,-27700.00,Bultos,Realizado
31721-1-1,2024-11-06,8:00 ,Exolgan   13Hs,61315276,Remision,Borax Argentina S A,Exportacion,2024-11-01,CAIU-288696-5,Fac 11676 //61315276,0,  ,0.00,-23067.50,Bultos,Realizado
31704-1-1,2024-11-06,8:00 ,Exolgan    10Hs,BUEE13773600,Remision,J. Llorente Y Cía. S.A.,Exportacion,2024-11-01,TCKU-480393-2,Fc 1190 // Whisky // China // E 29837,0,  ,0.00,-19446.00,Bultos,Realizado
31707-1-1,2024-11-06,8:00 ,Trp   09Hs,245040069,Remision,Hector Reboratti,Exportacion,2024-11-01,MRKU-310515-9,Grlem241145/ 245040069,0,  ,0.00,-25790.00,Bultos,Realizado
31634-1-1,2024-11-06,8:30 ,Trp    15Hs,BUA0329857,Remision,Lift Van Int. Co S.A,Exportacion,2024-10-22,FCGU-224051-2,Jorge Soriano,0,  ,0.00,-1233.87,Bultos,Realizado
31713-1-1,2024-11-07,8:30 ,Trp   17Hs,COSU6398132870,Remision,Arleather S.R.L.,Exportacion,2024-11-01,BEAU-559983-5,Cosu6398132870 / Lote 2292 / 2276,0,  ,0.00,-26540.00,Bultos,Realizado
31715-1-1,2024-11-07,8:30 ,Trp  15Hs,COSU6398132820,Remision,Arleather S.R.L.,Exportacion,2024-10-31,FFAU-280127-5,Cosu6398132820 // Lote 2283 / 2284/ 2285,0,  ,0.00,-25600.00,Bultos,Realizado
31712-1-1,2024-11-07,8:30 ,Trp    17Hs,COSU6398132870,Remision,Arleather S.R.L.,Exportacion,2024-11-01,OOCU-752792-5,Cosu6398132870 / Lote 2292 / 2276,0,  ,0.00,-27210.00,Bultos,Realizado
31716-1-1,2024-11-07,8:30 ,Trp   15Hs,COSU6398132820,Remision,Arleather S.R.L.,Exportacion,2024-10-31,CSNU-795777-7,Cosu6398132820 // Lote 2283 / 2284/ 2285,0,  ,0.00,-25600.00,Bultos,Realizado
31714-1-1,2024-11-07,8:30 ,Trp    15Hs,COSU6398132820,Remision,Arleather S.R.L.,Exportacion,2024-10-31,FCIU-720835-7,Cosu6398132820 // Lote 2283 / 2284/ 2285,0,  ,0.00,-25600.00,Bultos,Realizado
31742-1-1,2024-11-07,8:30 ,Trp   15Hs,BUE400157200,Remision,Borax Argentina S A,Exportacion,2024-11-04,PCIU-456582-8,Fac 11707 //Bue400157200,0,  ,-60.00,-26878.00,Bultos,Realizado
31741-1-1,2024-11-07,8:30 ,Trp    15Hs,BUE400157200,Remision,Borax Argentina S A,Exportacion,2024-11-04,PCIU-464848-1,Fac 11707 //Bue400157200,0,  ,-60.00,-26878.00,Bultos,Realizado
31698-1-1,2024-11-07,8:30 ,Trp    15Hs,COSU6400386000,Remision,Pelama Chubut S.A.,Exportacion,2024-10-31,OOLU-429716-8,Cosu6400386000 // Lana U Pelo Fino,0,  ,-60.00,-24273.00,Bultos,Realizado
31636-1-1,2024-11-07,8:00 ,Exolgan  10Hs,65303154,Remision,Forestadora Tapebicua S.A.U,Exportacion,2024-10-28,HLBU-166782-0,Grlem241246/ Tapebicua,0,  ,0.00,-24760.00,Bultos,Realizado
31646-1-1,2024-11-07,8:00 ,Exolgan   10Hs,61303152,Remision,Norfor Sa,Exportacion,2024-10-28,HLBU-220913-9,Grlem241247/Norfor,0,  ,0.00,-25300.00,Bultos,Realizado
31836-0-1,2024-11-08,13:30,Expo Terrestre,24001EC01073727M,Remision,Adp Trading Srl,Exportacion,2024-11-08,             ,Vacio,0,  ,0.00,0.00,Camion Expo,Realizado
31806-1-1,2024-11-08,9:30 ,Multimodal Chile,24001EC01072798T,Remision,Capilatis S.A.,Exportacion,2024-11-05,TLLU-480931-9,Sng0445327/Capilatis,0,  ,-57.96,-11473.42,Bultos,Realizado
31805-1-1,2024-11-08,9:30 ,Multimodal  Chile,24001EC01072798T,Remision,Capilatis S.A.,Exportacion,2024-11-05,TXGU-527714-6,Sng0445327/Capilatis,0,  ,-61.02,-12077.29,Bultos,Realizado
31777-1-1,2024-11-08,9:00 ,Terminal 4    19Hs,ZIMUBUE9036371,Remision,Plasticos Dise S A,Exportacion,2024-11-06,CAIU-443152-2,Zim Baltimore 338N //Zimubue9036371,0,  ,-60.00,-24180.90,Bultos,Realizado
31733-1-1,2024-11-08,9:00 ,Trp    15Hs,340400037806,Remision,Isischu Srl,Exportacion,2024-11-01,EISU-825492-7,Grlemn241219/340400037806,40,  ,-60.00,-25503.33,Bultos,Realizado
31783-1-1,2024-11-08,9:00 ,Trp   15Hs,245957160,Remision,Forestal Y Ganadera Indumarca Sa,Exportacion,2024-11-06,MVIU-000160-9,Grlae2477/ 245957160  //  Remito 16404 /,0,  ,-64.46,-24495.87,Bultos,Realizado
31803-1-1,2024-11-08,9:00 ,Terminal 4    11Hs,246121429,Remision,Virasoro Maderas S R L,Exportacion,2024-11-04,MRSU-322731-3,Grlae2482/246121429,0,  ,-60.00,-25220.00,Bultos,Realizado
31711-1-1,2024-11-08,9:00 ,Terminal 4   11Hs,ZIMUBUE9036121,Remision,Siete Hermanos Srl,Exportacion,2024-11-01,ZCSU-681802-0,Booking: Zimubue9036121,0,  ,0.00,-21537.00,Bultos,Realizado
31804-1-1,2024-11-08,9:00 ,Multimodal  Chile,24001EC01072798T,Remision,Capilatis S.A.,Exportacion,2024-11-05,TCNU-527915-1,Sng0445327/Capilatis,0,  ,-61.02,-12077.29,Bultos,Realizado
31768-1-1,2024-11-08,9:00 ,Terminal  11Hs,245841324,Remision,Leterago Sa,Exportacion,2024-11-05,MSKU-145004-0,Grlae2468 // 245841324,0,  ,-60.00,-23760.00,Bultos,Realizado
31720-1-1,2024-11-08,9:00 ,Trp   11Hs,340400037806,Remision,Isischu Srl,Exportacion,2024-11-01,TIIU-461002-7,Grlemn241219/340400037806,0,  ,-60.00,-26880.00,Bultos,Realizado
31719-1-1,2024-11-08,8:30 ,Trp  11Hs,340400037806,Remision,Isischu Srl,Exportacion,2024-11-01,DRYU-990197-5,Grlemn241219/340400037806,0,  ,-60.00,-26880.00,Bultos,Realizado
31731-1-1,2024-11-08,8:30 ,Trp   09Hs,340400037806,Remision,Isischu Srl,Exportacion,2024-11-01,EITU-128909-9,Grlemn241219/340400037806,40,  ,-60.00,-25503.33,Bultos,Realizado
31705-1-1,2024-11-08,8:30 ,Terminal 4   09Hs,246069454,Remision,Helvecia S.A.,Exportacion,2024-11-01,HASU-485310-0,Grlae2484/ 246069454,0,  ,0.00,-26300.00,Bultos,Realizado
31618-1-1,2024-11-08,8:30 ,Trp   09Hs,340400036052,Remision,Weiden Sociedad Anonima,Exportacion,2024-10-28,EISU-824516-5,Grlem241171/Weiden,0,  ,0.00,-21000.00,Bultos,Realizado
31549-1-1,2024-11-08,8:30 ,Trp   09Hs,340400034912,Remision,Isischu Srl,Exportacion,2024-10-25,CAAU-536037-5,Grlem241137/ 340400034912,0,  ,0.00,-27120.00,Bultos,Realizado
31778-1-1,2024-11-08,9:00 ,Terminal 4   11Hs,24001PE01000487S,Remision,Lift Van Int. Co S.A,Exportacion,2024-10-25,SUDU-741796-8,Juan Manuel Rey // Efectos Pers.,0,  ,0.00,-2220.00,Bultos,Realizado
31749-1-1,2024-11-11,8:30 ,Terminal 4   11Hs,ZIMUBUE9036282,Remision,Aniceto Gomez Sa,Exportacion,2024-11-05,ZCSU-678023-9,Op.859 // Zimubue9036282,0,  ,-60.82,-22458.49,Bultos,Realizado
31748-1-1,2024-11-11,8:00 ,Terminal 4    11Hs,ZIMUBUE9036282,Remision,Aniceto Gomez Sa,Exportacion,2024-11-05,CAAU-545496-2,Op.859 // Zimubue9036282,0,  ,-59.18,-21851.51,Bultos,Realizado
31788-1-1,2024-11-11,8:00 ,Trp    11Hs,340400033673,Remision,Norfor Sa,Exportacion,2024-11-06,EGSU-932226-2,Grlem241121/340400033673,0,  ,-60.00,-27845.00,Bultos,Realizado
31789-1-1,2024-11-11,8:00 ,Trp    11Hs,340400033673,Remision,Norfor Sa,Exportacion,2024-11-06,EGHU-931337-5,Grlem241121/340400033673,0,  ,-60.00,-27845.00,Bultos,Realizado
31786-1-1,2024-11-11,8:00 ,Trp   09Hs,340400033673,Remision,Norfor Sa,Exportacion,2024-11-06,EISU-853548-3,Grlem241121/340400033673,0,  ,-55.71,-25856.07,Bultos,Realizado
31787-1-1,2024-11-11,8:00 ,Trp   11Hs,340400033673,Remision,Norfor Sa,Exportacion,2024-11-06,EITU-927333-4,Grlem241121/340400033673,0,  ,-64.29,-29833.93,Bultos,Realizado
31895-1-1,2024-11-13,9:30 ,,BUA0331464,Remision,Lift Van Int. Co S.A,Exportacion,2024-11-08,APZU-370159-6,Edmilton Batista De Lima Junior  // Efec,0,  ,0.00,-2200.00,Bultos,Realizado
31754-0-1,2024-11-13,9:00 ,,245471387,Remision,Arleather S.R.L.,Exportacion,2024-11-04,HASU-447678-0,Vacio,40,HC,0.00,0.00,Contenedor,Realizado
31866-0-1,2024-11-13,9:30 ,,ISB1579464,Remision,Lift Van Int. Co S.A,Importacion,2024-11-08,CMAU-094661-0,Mudanza,20,DR,0.00,-4080.00,Contenedor,Realizado
31900-0-1,2024-11-13,9:30 ,,61981253,Remision,Piranga Sa,Exportacion,2024-11-12,CAIU-841340-3,Vacio,40,HC,0.00,0.00,Contenedor,Realizado
31899-0-1,2024-11-13,9:30 ,,61981253,Remision,Piranga Sa,Exportacion,2024-11-12,FANU-151316-0,Vacio,40,HC,0.00,0.00,Contenedor,Realizado
31596-0-1,2024-11-13,9:30 ,,EBKG10553950,Remision,Lift Van Int. Co S.A,Exportacion,2024-10-28,GLDU-948595-8,Vacio,20,DR,0.00,0.00,Contenedor,Realizado
31829-0-1,2024-11-13,9:30 ,,62647146,Remision,Mercovan Argentina Srl,Exportacion,2024-11-07,HLXU-846225-0,Vacio,40,DR,0.00,0.00,Contenedor,Realizado
31811-0-1,2024-11-13,9:00 ,,245841556,Remision,Arleather S.R.L.,Exportacion,2024-11-06,MRSU-564629-0,Vacio,40,HC,0.00,0.00,Contenedor,Realizado
31810-0-1,2024-11-13,9:00 ,,245841556,Remision,Arleather S.R.L.,Exportacion,2024-11-06,MRKU-324609-6,Vacio,40,HC,0.00,0.00,Contenedor,Realizado
31756-0-1,2024-11-13,9:00 ,,245471387,Remision,Arleather S.R.L.,Exportacion,2024-11-04,MSKU-119170-9,Vacio,40,HC,0.00,0.00,Contenedor,Realizado
31821-0-1,2024-11-13,9:00 ,,245737435,Remision,Mader Zu S.R.L.,Exportacion,2024-11-06,MRKU-275496-0,Vacio,40,HC,0.00,0.00,Contenedor,Realizado
31829-1-1,2024-11-13,8:00 ,,24001PE01000486R,Remision,Mercovan Argentina Srl,Exportacion,2024-10-29,HLXU-846225-0,"Arieu, Giselle // Efectos Pers.",0,  ,0.00,-6188.00,Bultos,Realizado
31763-0-1,2024-11-13,9:00 ,,245469497,Remision,Arleather S.R.L.,Exportacion,2024-11-04,MRKU-233063-8,Vacio,40,HC,0.00,0.00,Contenedor,Realizado
31904-0-1,2024-11-13,8:30 ,,69978293,Remision,Carpal Sa,Exportacion,2024-11-11,GCXU-596553-9,Vacio,40,HC,0.00,0.00,Contenedor,Realizado
31905-0-1,2024-11-13,8:30 ,,69978293,Remision,Carpal Sa,Exportacion,2024-11-11,FANU-313236-8,Vacio,40,HC,0.00,0.00,Contenedor,Realizado
31848-0-1,2024-11-13,8:30 ,,340400038764,Remision,Norfor Sa,Exportacion,2024-11-08,TGBU-692467-1,Vacio,40,HC,0.00,0.00,Contenedor,Realizado
31764-0-1,2024-11-13,9:00 ,,245469497,Remision,Arleather S.R.L.,Exportacion,2024-11-04,MRSU-466868-0,Vacio,40,HC,0.00,0.00,Contenedor,Realizado
31766-0-1,2024-11-13,9:00 ,,245471291,Remision,Arleather S.R.L.,Exportacion,2024-11-04,MRSU-401245-4,Vacio,40,HC,0.00,0.00,Contenedor,Realizado
31767-0-1,2024-11-13,9:00 ,,245471291,Remision,Arleather S.R.L.,Exportacion,2024-11-04,MSKU-017377-9,Vacio,40,HC,0.00,0.00,Contenedor,Realizado
31762-0-1,2024-11-13,9:00 ,,245469497,Remision,Arleather S.R.L.,Exportacion,2024-11-04,BEAU-575691-3,Vacio,40,HC,0.00,0.00,Contenedor,Realizado
31849-0-1,2024-11-13,8:30 ,,340400038764,Remision,Norfor Sa,Exportacion,2024-11-08,GCXU-605573-9,Vacio,40,HC,0.00,0.00,Contenedor,Realizado
31857-0-1,2024-11-14,9:00 ,,340400038608,Remision,Norfor Sa,Exportacion,2024-11-08,EMCU-155479-2,Vacio,40,HC,0.00,0.00,Contenedor,Realizado
31858-0-1,2024-11-14,9:30 ,,340400038608,Remision,Norfor Sa,Exportacion,2024-11-08,TCLU-858638-6,Vacio,40,HC,0.00,0.00,Contenedor,Realizado
31852-0-1,2024-11-14,9:30 ,,246475697,Remision,Minera Santa Rita Srl,Exportacion,2024-11-08,MRKU-096368-4,Vacio,40,DR,0.00,0.00,Contenedor,Realizado
31853-0-1,2024-11-14,9:30 ,,246475697,Remision,Minera Santa Rita Srl,Exportacion,2024-11-08,MRKU-023676-7,Vacio,40,DR,0.00,0.00,Contenedor,Realizado
31854-0-1,2024-11-14,9:30 ,,246475697,Remision,Minera Santa Rita Srl,Exportacion,2024-11-08,MRKU-060694-3,Vacio,40,DR,0.00,0.00,Contenedor,Realizado
31855-0-1,2024-11-14,9:30 ,,246475697,Remision,Minera Santa Rita Srl,Exportacion,2024-11-08,MRKU-032396-4,Vacio,40,DR,0.00,0.00,Contenedor,Realizado
31888-0-1,2024-11-14,9:30 ,,EBKG10593886,Remision,Tipoiti Satic,Exportacion,2024-11-11,MSDU-896122-0,Vacio,40,HC,0.00,0.00,Contenedor,Realizado
31898-0-1,2024-11-14,9:30 ,,LA0392406,Remision,Tipoiti Satic,Exportacion,2024-11-11,CIPU-501951-5,Vacio,40,HC,0.00,0.00,Contenedor,Realizado
31847-0-1,2024-11-14,9:30 ,,245841526,Remision,Arleather S.R.L.,Exportacion,2024-11-08,SEKU-697041-7,Vacio,40,HC,0.00,0.00,Contenedor,Realizado
31850-0-1,2024-11-14,9:30 ,,245841756,Remision,Arleather S.R.L.,Exportacion,2024-11-08,TCKU-776044-9,Vacio,40,HC,0.00,0.00,Contenedor,Realizado
31856-0-1,2024-11-14,9:00 ,,340400038608,Remision,Norfor Sa,Exportacion,2024-11-08,TXGU-568441-3,Vacio,40,HC,0.00,0.00,Contenedor,Realizado
31883-0-1,2024-11-14,10:00,,246475685,Remision,Minera Santa Rita Srl,Exportacion,2024-11-11,             ,246475685 // Fact 14-416,0,  ,0.00,-26322.00,Bultos,Realizado
31883-0-1,2024-11-14,10:00,,246475685,Remision,Minera Santa Rita Srl,Exportacion,2024-11-11,             ,246475685 // Fact 14-416,0,  ,0.00,-26322.00,Bultos,Realizado
31883-0-1,2024-11-14,10:00,,246475685,Remision,Minera Santa Rita Srl,Exportacion,2024-11-11,             ,246475685 // Fact 14-416,0,  ,0.00,-26322.00,Bultos,Realizado
31883-0-1,2024-11-14,10:00,,246475685,Remision,Minera Santa Rita Srl,Exportacion,2024-11-11,             ,246475685 // Fact 14-416,0,  ,0.00,-26322.00,Bultos,Realizado
31883-0-1,2024-11-14,10:00,,246475685,Remision,Minera Santa Rita Srl,Exportacion,2024-11-11,             ,246475685 // Fact 14-416,0,  ,0.00,-26322.00,Bultos,Realizado
31846-0-1,2024-11-14,9:30 ,,245841526,Remision,Arleather S.R.L.,Exportacion,2024-11-08,HASU-519267-0,Vacio,40,HC,0.00,0.00,Contenedor,Realizado
31852-0-1,2024-11-14,10:00,,246475697,Remision,Minera Santa Rita Srl,Exportacion,2024-11-08,MRKU-096368-4,Vacio,40,DR,0.00,0.00,Contenedor,Realizado
31828-0-1,2024-11-14,9:00 ,,BUA0329583,Remision,Pelama Chubut S.A.,Exportacion,2024-11-07,TRHU-106661-3,Vacio,20,DR,0.00,0.00,Contenedor,Realizado
31765-0-1,2024-11-14,9:00 ,,63645644,Remision,Suabia Maderas Srl,Exportacion,2024-11-05,HLBU-143349-0,Vacio,40,HC,0.00,0.00,Contenedor,Realizado
31894-0-1,2024-11-14,8:30 ,,245472435,Remision,Arleather S.R.L.,Exportacion,2024-11-12,             ,Fc 678 - Lote 2330/2342,0,  ,0.00,52390.00,Bultos,Pendiente
31901-0-1,2024-11-14,8:00 ,,65311784,Remision,Suabia Maderas Srl,Exportacion,2024-11-11,BMOU-667086-6,Vacio,40,HC,0.00,0.00,Contenedor,Realizado
31902-0-1,2024-11-14,8:00 ,,65311784,Remision,Suabia Maderas Srl,Exportacion,2024-11-11,HLXU-850613-1,Vacio,40,HC,0.00,0.00,Contenedor,Realizado
31785-0-1,2024-11-14,9:00 ,,246069391,Remision,Helvecia S.A.,Exportacion,2024-11-06,MSKU-994962-6,Vacio,40,HC,0.00,0.00,Contenedor,Realizado
31807-0-1,2024-11-14,8:30 ,,245841724,Remision,Arleather S.R.L.,Exportacion,2024-11-06,MRKU-331109-9,Vacio,40,HC,0.00,0.00,Contenedor,Realizado
31807-0-1,2024-11-14,8:30 ,,245841724,Remision,Arleather S.R.L.,Exportacion,2024-11-06,MRKU-331109-9,Vacio,40,HC,0.00,0.00,Contenedor,Realizado
31807-0-1,2024-11-14,8:30 ,,245841724,Remision,Arleather S.R.L.,Exportacion,2024-11-06,MRKU-331109-9,Vacio,40,HC,0.00,0.00,Contenedor,Realizado
31807-0-1,2024-11-14,8:30 ,,245841724,Remision,Arleather S.R.L.,Exportacion,2024-11-06,MRKU-331109-9,Vacio,40,HC,0.00,0.00,Contenedor,Realizado
31903-0-1,2024-11-14,8:30 ,,65311784,Remision,Suabia Maderas Srl,Exportacion,2024-11-11,FBLU-017496-2,Vacio,40,HC,0.00,0.00,Contenedor,Realizado
31807-0-1,2024-11-14,9:00 ,,245841724,Remision,Arleather S.R.L.,Exportacion,2024-11-06,MRKU-331109-9,Vacio,40,HC,0.00,0.00,Contenedor,Realizado
31807-0-1,2024-11-14,9:00 ,,245841724,Remision,Arleather S.R.L.,Exportacion,2024-11-06,MRKU-331109-9,Vacio,40,HC,0.00,0.00,Contenedor,Realizado
31807-0-1,2024-11-14,9:00 ,,245841724,Remision,Arleather S.R.L.,Exportacion,2024-11-06,MRKU-331109-9,Vacio,40,HC,0.00,0.00,Contenedor,Realizado
31807-0-1,2024-11-14,9:00 ,,245841724,Remision,Arleather S.R.L.,Exportacion,2024-11-06,MRKU-331109-9,Vacio,40,HC,0.00,0.00,Contenedor,Realizado
31901-0-1,2024-11-14,9:00 ,,65311784,Remision,Suabia Maderas Srl,Exportacion,2024-11-11,BMOU-667086-6,Vacio,40,HC,0.00,0.00,Contenedor,Realizado
31901-0-1,2024-11-14,9:00 ,,65311784,Remision,Suabia Maderas Srl,Exportacion,2024-11-11,BMOU-667086-6,Vacio,40,HC,0.00,0.00,Contenedor,Realizado
31903-0-1,2024-11-14,9:00 ,,65311784,Remision,Suabia Maderas Srl,Exportacion,2024-11-11,FBLU-017496-2,Vacio,40,HC,0.00,0.00,Contenedor,Realizado
31808-0-1,2024-11-14,9:00 ,,245841724,Remision,Arleather S.R.L.,Exportacion,2024-11-06,HASU-457301-2,Vacio,40,HC,0.00,0.00,Contenedor,Realizado
31918-0-1,2024-11-15,8:30 ,,EBKG10717060,Remision,Piranga Sa,Exportacion,2024-11-12,MSCU-528529-0,Vacio,40,HC,0.00,0.00,Contenedor,Realizado
31917-0-1,2024-11-15,8:30 ,,EBKG10717036,Remision,Piranga Sa,Exportacion,2024-11-12,FSCU-818480-8,Vacio,40,HC,0.00,0.00,Contenedor,Realizado
31914-0-1,2024-11-15,8:30 ,,63648336,Remision,Piranga Sa,Exportacion,2024-11-12,TCNU-178837-7,Vacio,40,HC,0.00,0.00,Contenedor,Realizado
31923-0-1,2024-11-15,8:30 ,,EBKGQ000624F,Remision,Lift Van Int. Co S.A,Exportacion,2024-11-13,MEDU-859222-8,Vacio,40,HC,0.00,0.00,Contenedor,Realizado
31727-0-1,2024-11-15,8:00 ,,EBKG10682414,Remision,Borgmann Rodrigo Ezequiel,Exportacion,2024-11-04,             ,Grlem241264/Ebkg10682414,0,  ,-60.00,-24550.00,Bultos,Realizado
31934-0-1,2024-11-15,8:30 ,,340400038616,Remision,Norfor Sa,Exportacion,2024-11-11,TRHU-871426-1,Vacio,40,HC,0.00,0.00,Contenedor,Realizado
31772-0-1,2024-11-15,8:00 ,,EBKG10693572,Remision,Helvecia S.A.,Exportacion,2024-11-06,             ,Grlem241273/Ebkg10693572 / Rto: 25871,0,  ,-60.00,-24200.00,Bultos,Realizado
31921-0-1,2024-11-15,9:00 ,,EBKG10682414,Remision,Borgmann Rodrigo Ezequiel,Exportacion,2024-11-13,MSDU-639504-2,Vacio,40,HC,0.00,0.00,Contenedor,Realizado
31936-0-1,2024-11-15,8:30 ,,EBKG10693572,Remision,Helvecia S.A.,Exportacion,2024-11-13,BMOU-695937-6,Vacio,40,HC,0.00,0.00,Contenedor,Realizado
31936-0-1,2024-11-15,9:00 ,,EBKG10693572,Remision,Helvecia S.A.,Exportacion,2024-11-13,BMOU-695937-6,Vacio,40,HC,0.00,0.00,Contenedor,Realizado
