Operacion,Dia,Hora,Observacion,Conocimiento,Tipo Trafico,Cliente,Tipo Operacion,Fecha Ingreso,Contenedor,Descripcion Mercaderia,Dimension,Tipo Contenedor,Volumen,Kilos,Envase,Estado
31715-1-1,2024-11-07,8:30 ,Trp  15Hs,COSU6398132820,Remision,Arleather S.R.L.,Exportacion,2024-10-31,FFAU-280127-5,Cosu6398132820 // Lote 2283 / 2284/ 2285,0,  ,0.00,-25600.00,Bultos,Realizado
31742-1-1,2024-11-07,8:30 ,Trp   15Hs,BUE400157200,Remision,Borax Argentina S A,Exportacion,2024-11-04,PCIU-456582-8,Fac 11707 //Bue400157200,0,  ,-60.00,-26878.00,Bultos,Realizado
31713-1-1,2024-11-07,8:30 ,Trp   17Hs,COSU6398132870,Remision,Arleather S.R.L.,Exportacion,2024-11-01,BEAU-559983-5,Cosu6398132870 / Lote 2292 / 2276,0,  ,0.00,-26540.00,Bultos,Realizado
31698-1-1,2024-11-07,8:30 ,Trp    15Hs,COSU6400386000,Remision,Pelama Chubut S.A.,Exportacion,2024-10-31,OOLU-429716-8,Cosu6400386000 // Lana U Pelo Fino,0,  ,-60.00,-24273.00,Bultos,Realizado
31636-1-1,2024-11-07,8:00 ,Exolgan  10Hs,65303154,Remision,Forestadora Tapebicua S.A.U,Exportacion,2024-10-28,HLBU-166782-0,Grlem241246/ Tapebicua,0,  ,0.00,-24760.00,Bultos,Realizado
31646-1-1,2024-11-07,8:00 ,Exolgan   10Hs,61303152,Remision,Norfor Sa,Exportacion,2024-10-28,HLBU-220913-9,Grlem241247/Norfor,0,  ,0.00,-25300.00,Bultos,Realizado
31741-1-1,2024-11-07,8:30 ,Trp    15Hs,BUE400157200,Remision,Borax Argentina S A,Exportacion,2024-11-04,PCIU-464848-1,Fac 11707 //Bue400157200,0,  ,-60.00,-26878.00,Bultos,Realizado
31806-1-1,2024-11-08,9:30 ,Multimodal Chile,24001EC01072798T,Remision,Capilatis S.A.,Exportacion,2024-11-05,TLLU-480931-9,Sng0445327/Capilatis,0,  ,-57.96,-11473.42,Bultos,Realizado
31805-1-1,2024-11-08,9:30 ,Multimodal  Chile,24001EC01072798T,Remision,Capilatis S.A.,Exportacion,2024-11-05,TXGU-527714-6,Sng0445327/Capilatis,0,  ,-61.02,-12077.29,Bultos,Realizado
31777-1-1,2024-11-08,9:00 ,Terminal 4    19Hs,ZIMUBUE9036371,Remision,Plasticos Dise S A,Exportacion,2024-11-06,CAIU-443152-2,Zim Baltimore 338N //Zimubue9036371,0,  ,-60.00,-24180.90,Bultos,Realizado
31733-1-1,2024-11-08,9:00 ,Trp    15Hs,340400037806,Remision,Isischu Srl,Exportacion,2024-11-01,EISU-825492-7,Grlemn241219/340400037806,40,  ,-60.00,-25503.33,Bultos,Realizado
31783-1-1,2024-11-08,9:00 ,Trp   15Hs,245957160,Remision,Forestal Y Ganadera Indumarca Sa,Exportacion,2024-11-06,MVIU-000160-9,Grlae2477/ 245957160  //  Remito 16404 /,0,  ,-64.46,-24495.87,Bultos,Realizado
31803-1-1,2024-11-08,9:00 ,Terminal 4    11Hs,246121429,Remision,Virasoro Maderas S R L,Exportacion,2024-11-04,MRSU-322731-3,Grlae2482/246121429,0,  ,-60.00,-25220.00,Bultos,Realizado
31711-1-1,2024-11-08,9:00 ,Terminal 4   11Hs,ZIMUBUE9036121,Remision,Siete Hermanos Srl,Exportacion,2024-11-01,ZCSU-681802-0,Booking: Zimubue9036121,0,  ,0.00,-21537.00,Bultos,Realizado
31804-1-1,2024-11-08,9:00 ,Multimodal  Chile,24001EC01072798T,Remision,Capilatis S.A.,Exportacion,2024-11-05,TCNU-527915-1,Sng0445327/Capilatis,0,  ,-61.02,-12077.29,Bultos,Realizado
31768-1-1,2024-11-08,9:00 ,Terminal  11Hs,245841324,Remision,Leterago Sa,Exportacion,2024-11-05,MSKU-145004-0,Grlae2468 // 245841324,0,  ,-60.00,-23760.00,Bultos,Realizado
31720-1-1,2024-11-08,9:00 ,Trp   11Hs,340400037806,Remision,Isischu Srl,Exportacion,2024-11-01,TIIU-461002-7,Grlemn241219/340400037806,0,  ,-60.00,-26880.00,Bultos,Realizado
31719-1-1,2024-11-08,8:30 ,Trp  11Hs,340400037806,Remision,Isischu Srl,Exportacion,2024-11-01,DRYU-990197-5,Grlemn241219/340400037806,0,  ,-60.00,-26880.00,Bultos,Realizado
31731-1-1,2024-11-08,8:30 ,Trp   09Hs,340400037806,Remision,Isischu Srl,Exportacion,2024-11-01,EITU-128909-9,Grlemn241219/340400037806,40,  ,-60.00,-25503.33,Bultos,Realizado
31705-1-1,2024-11-08,8:30 ,Terminal 4   09Hs,246069454,Remision,Helvecia S.A.,Exportacion,2024-11-01,HASU-485310-0,Grlae2484/ 246069454,0,  ,0.00,-26300.00,Bultos,Realizado
31618-1-1,2024-11-08,8:30 ,Trp   09Hs,340400036052,Remision,Weiden Sociedad Anonima,Exportacion,2024-10-28,EISU-824516-5,Grlem241171/Weiden,0,  ,0.00,-21000.00,Bultos,Realizado
31549-1-1,2024-11-08,8:30 ,Trp   09Hs,340400034912,Remision,Isischu Srl,Exportacion,2024-10-25,CAAU-536037-5,Grlem241137/ 340400034912,0,  ,0.00,-27120.00,Bultos,Realizado
31778-1-1,2024-11-08,9:00 ,Terminal 4   11Hs,24001PE01000487S,Remision,Lift Van Int. Co S.A,Exportacion,2024-10-25,SUDU-741796-8,Juan Manuel Rey // Efectos Pers.,0,  ,0.00,-2220.00,Bultos,Realizado
31749-1-1,2024-11-11,8:30 ,Terminal 4   11Hs,ZIMUBUE9036282,Remision,Aniceto Gomez Sa,Exportacion,2024-11-05,ZCSU-678023-9,Op.859 // Zimubue9036282,0,  ,-60.82,-22458.49,Bultos,Realizado
31748-1-1,2024-11-11,8:00 ,Terminal 4    11Hs,ZIMUBUE9036282,Remision,Aniceto Gomez Sa,Exportacion,2024-11-05,CAAU-545496-2,Op.859 // Zimubue9036282,0,  ,-59.18,-21851.51,Bultos,Realizado
31788-1-1,2024-11-11,8:00 ,Trp    11Hs,340400033673,Remision,Norfor Sa,Exportacion,2024-11-06,EGSU-932226-2,Grlem241121/340400033673,0,  ,-60.00,-27845.00,Bultos,Realizado
31789-1-1,2024-11-11,8:00 ,Trp    11Hs,340400033673,Remision,Norfor Sa,Exportacion,2024-11-06,EGHU-931337-5,Grlem241121/340400033673,0,  ,-60.00,-27845.00,Bultos,Realizado
31786-1-1,2024-11-11,8:00 ,Trp   09Hs,340400033673,Remision,Norfor Sa,Exportacion,2024-11-06,EISU-853548-3,Grlem241121/340400033673,0,  ,-55.71,-25856.07,Bultos,Realizado
31787-1-1,2024-11-11,8:00 ,Trp   11Hs,340400033673,Remision,Norfor Sa,Exportacion,2024-11-06,EITU-927333-4,Grlem241121/340400033673,0,  ,-64.29,-29833.93,Bultos,Realizado
31895-1-1,2024-11-13,9:30 ,,BUA0331464,Remision,Lift Van Int. Co S.A,Exportacion,2024-11-08,APZU-370159-6,Edmilton Batista De Lima Junior  // Efec,0,  ,0.00,-2200.00,Bultos,Realizado
31866-0-1,2024-11-13,9:30 ,,ISB1579464,Remision,Lift Van Int. Co S.A,Importacion,2024-11-08,CMAU-094661-0,Mudanza,20,DR,0.00,-4080.00,Contenedor,Realizado
31829-1-1,2024-11-13,8:00 ,,24001PE01000486R,Remision,Mercovan Argentina Srl,Exportacion,2024-10-29,HLXU-846225-0,"Arieu, Giselle // Efectos Pers.",0,  ,0.00,-6188.00,Bultos,Realizado
31883-0-1,2024-11-14,10:00,,246475685,Remision,Minera Santa Rita Srl,Exportacion,2024-11-11,             ,246475685 // Fact 14-416,0,  ,0.00,-26322.00,Bultos,Realizado
31883-0-1,2024-11-14,10:00,,246475685,Remision,Minera Santa Rita Srl,Exportacion,2024-11-11,             ,246475685 // Fact 14-416,0,  ,0.00,-26322.00,Bultos,Realizado
31883-0-1,2024-11-14,10:00,,246475685,Remision,Minera Santa Rita Srl,Exportacion,2024-11-11,             ,246475685 // Fact 14-416,0,  ,0.00,-26322.00,Bultos,Realizado
31883-0-1,2024-11-14,10:00,,246475685,Remision,Minera Santa Rita Srl,Exportacion,2024-11-11,             ,246475685 // Fact 14-416,0,  ,0.00,-26322.00,Bultos,Realizado
31883-0-1,2024-11-14,10:00,,246475685,Remision,Minera Santa Rita Srl,Exportacion,2024-11-11,             ,246475685 // Fact 14-416,0,  ,0.00,-26322.00,Bultos,Realizado
31894-0-1,2024-11-14,8:30 ,,245472435,Remision,Arleather S.R.L.,Exportacion,2024-11-12,             ,Fc 678 - Lote 2330/2342,0,  ,0.00,52390.00,Bultos,Pendiente
31727-0-1,2024-11-15,8:00 ,,EBKG10682414,Remision,Borgmann Rodrigo Ezequiel,Exportacion,2024-11-04,             ,Grlem241264/Ebkg10682414,0,  ,-60.00,-24550.00,Bultos,Realizado
31772-0-1,2024-11-15,8:00 ,,EBKG10693572,Remision,Helvecia S.A.,Exportacion,2024-11-06,             ,Grlem241273/Ebkg10693572 / Rto: 25871,0,  ,-60.00,-24200.00,Bultos,Realizado
